comedian,sentence,p
Joe_List,"Oh, I guess it's pronounced tin-uh-dus.",0.99
Joe_List,"Shit, now I don't know how to say this word.",0.99
Joe_List,I'm hearing shit that's not even in the room,0.99
Joe_List,"This fella seems, less smart, but, extremely adamant about the pronunciation of this word.",0.99
Joe_List,"I was hoping it was three doctors saving money, by sharing a small office.",1
Joe_List,"That's doctor Bill, Susan, and Ted. ""Ear, nose, throat",1
Joe_List,"I don’t know how you say it, I thought it was called tinnitus, but then I watched a YouTube video, and the doctor in the video, he kept saying ""tin-uh-dus."" And so I was like, ""Oh, I guess it’s pronounced tin-uh-dus.",1
Joe_List_2,"You can be in the second to last row. This one guy behind, you’re like what a fucking idiot back there.",0
Joe_List_2,"I wanted him to die, I swear to God",0
Joe_List_2,"It’s like, if you were hungry on a plane, you were like, I’m hungry. Well you’re all right? Yeah, yeah I’m hungry. I like to let people know when I’m hungry.",0
Joe_List_2,You’re gonna die!,0
Joe_List_2,"This one guy behind, you’re like what a fucking idiot back there.",0.9
Joe_List_2,"That's why they're doing it. They want you to be like, 'Oh, my God, are you tired?' And they're like, I am, here's my entire life story. of how I came to be tired.",0.9
Joe_List_2,"I never ask questions, you know. I never ask anyone for anything. I just tell them what I want, and they do it.",0.9
Joe_List_2,"You can be in the second to last row. This one guy behind, you’re like what a fucking idiot back there.",0.91
Joe_List_2,"I want him to die, I swear to God.",0.91
Joe_List_2,"It’s like, if you were hungry on a plane, you were like, I’m hungry. Well you’re all right? Yeah, yeah I’m hungry. I like to let people know when I’m hungry",0.91
Joe_List_2,"Don’t fall for it, it’s a trap",0.91
Joe_List_2,"You can be in the second to last row. This one guy behind, you’re like what a fucking idiot back there. Embarrassing, loser. Last row. I was on a plane the other day. I hated the guy behind me. He kept yawning out loud, the whole flight",0.92
Joe_List_2,"I thought he was a psycho, but that's annoying. It's like if he was hungry on a plane, he's like, 'I'm hungry,' but then he keeps yammering the whole flight.",0.92
Joe_List_2,"This one guy behind, you’re like what a fucking idiot back there.",0.93
Joe_List_2,"I was on a plane the other day. I hated the guy behind me. He kept yawning out loud, the whole flight.",0.93
Joe_List_2,"He wants you to be like, “Oh, my God, are you tired?” And they’re like, I am, here’s my entire life story. of how I came to be tired.",0.93
Joe_List_2,"Don’t fall for it, it’s a trap",0.93
Joe_List_2,"This one guy behind, you’re like what a fucking idiot back there.",0.94
Joe_List_2,"I want him to die, I swear to God.",0.94
Joe_List_2,"That’s why they’re doing it. They want you to be like, ‘Oh, my God, are you tired?’ And they’re like, I am, here’s my entire life story, of how I came to be tired.",0.94
Joe_List_2,"Don’t fall for it, it’s a trap.",0.94
Joe_List_2,"This one guy behind, you’re like what a fucking idiot back there.",0.95
Joe_List_2,"I wanted him to die, I swear to God.",0.95
Joe_List_2,"It’s like, if you were hungry on a plane, you were like, I’m hungry",0.95
Joe_List_2,"People who yawn out loud, they want attention.",0.95
Joe_List_2,You're like a fucking idiot back there,0.96
Joe_List_2,"I wanted him to die, I swear to God.",0.96
Joe_List_2,"It's like, if you were hungry on a plane, you were like, I'm hungry.",0.96
Joe_List_2,"Don't fall for it, it's a trap.",0.96
Joe_List_2,"I'm a rock and roll guy. I love Guns N' Roses, I'm cool.",0.96
Joe_List_2,"This one guy behind, you’re like what a fucking idiot back there.",0.97
Joe_List_2,"You want to make a noise when you yawn, that's a decision, he's deciding to do that.",0.97
Joe_List_2,"If you were hungry on a plane, you were like, I'm hungry. Well you're all right? Yeah, yeah I'm hungry. I like to let people know when I'm hungry.",0.97
Joe_List_2,"Don't fall for it, it's a trap.",0.97
Joe_List_2,"This one guy behind, you’re like what a fucking idiot back there.",0.98
Joe_List_2,"I’m a rock and roll guy. I love Guns N’ Roses, I’m cool.",0.98
Joe_List_2,I would love nothing more than to take this stupid song out on the person behind me,0.98
Joe_List_2,You’re gonna die!,0.98
Joe_List_2,"I’m just a regular guy, I’m not a psycho.",0.98
Joe_List_2,"You can be in the second to last row. This one guy behind, you’re like what a fucking idiot back there.",0.99
Joe_List_2,"That’s why they’re doing it. They want you to be like, ‘Oh, my God, are you tired?’ And they’re like, I am, here’s my entire life story.",0.99
Joe_List_2,"It’s a little much at the airport. I’m walking to the terminal. I just hear like. Du du du du du du du du, aah!",0.99
Joe_List_2,"This one guy behind, you’re like what a fucking idiot back there",1
Joe_List_2,"I like it when people yawn out loud, they want attention.",1
Joe_List_2,"That’s why they’re doing it. They want you to be like, ‘Oh, my God, are you tired?’ And they’re like, I am, here’s my entire life story, of how I came to be tired.",1
John_Mulaney,"It’s good to give to charities, you know.",0
John_Mulaney,"I took that stuff to Goodwill, right?",0
John_Mulaney,This one’s shirts. I got a bunch of shirts! Take ’em away!,0
John_Mulaney,"Well, if it’s too big you can just wear it as a sleep shirt",0
John_Mulaney,"Oh, I get it. So rather than violate these meaningless politeness rules, I’ll just go to bed in a smock like goddamn Ebenezer Scrooge.",0
John_Mulaney,"It's good to give to charities, you know. My wife and I just gave a bunch of stuff to Goodwill.",0.9
John_Mulaney,"I took that stuff to Goodwill, right?",0.9
John_Mulaney,"Of course I did! On an unrelated note, I'm going to walk out the front door right now.",0.9
John_Mulaney,I got a bunch of shirts! Take 'em away!,0.9
John_Mulaney,"Well, if it's too big you can just wear it as a sleep shirt.",0.9
John_Mulaney,"It’s good to give to charities, you know. My wife and I just gave a bunch of stuff to Goodwill. We were moving apartments, we had a bunch of clothes and furniture, so we made a whole day out of it. We made these big piles of clothes, we put the piles into these big boxes, then the boxes into the back of my car, and then they stayed there for four months. And then one day my wife said, “Hey, you took that stuff to Goodwill, right?” And I said, “Of course I did! On an",0.91
John_Mulaney,"It's good to give to charities, you know",0.92
John_Mulaney,I'm going to walk out the front door right now.,0.92
John_Mulaney,Take this receipt for the clothing for your taxes.,0.92
John_Mulaney,"Well, if it's too big you can just wear it as a sleep shirt.",0.92
John_Mulaney,"Oh, I get it. So rather than violate these meaningless politeness rules, I’ll just go to bed in a smock like goddamn Ebenezer Scrooge.",0.92
John_Mulaney,"It’s good to give to charities, you know. My wife and I just gave a bunch of stuff to Goodwill. We were moving apartments, we had a bunch of clothes and furniture, so we made a whole day out of it. We made these big piles of clothes, we put the piles into these big boxes, then the boxes into the back of my car, and then they stayed there for four months.",0.93
John_Mulaney,"Then one day my wife said, “Hey, you took that stuff to Goodwill, right?” And I said, “Of course I did!",0.93
John_Mulaney,"My wife and I just gave a bunch of stuff to Goodwill. We were moving apartments, we had a bunch of clothes and furniture, so we made a whole day out of it. We made these big piles of clothes, we put the piles into these big boxes, then the boxes into the back of my car, and then they stayed there for four months",0.94
John_Mulaney,"And then one day my wife said, “Hey, you took that stuff to Goodwill, right?” And I said, “Of course I did! On an unrelated note, I’m going",0.94
John_Mulaney,"It’s good to give to charities, you know. My wife and I just gave a bunch of stuff to Goodwill. We were moving apartments, we had a bunch of clothes and furniture, so we made a whole day out of it. We made these big piles of clothes, we put the piles into these big boxes, then the boxes into the back of my car, and then they stayed there for four months.",0.95
John_Mulaney,"And then one day my wife said, “Hey, you took that stuff to Goodwill, right?” And I said, “Of course I did",0.95
John_Mulaney,"It’s good to give to charities, you know.",0.96
John_Mulaney,"My wife and I just gave a bunch of stuff to Goodwill. We were moving apartments, we had a bunch of clothes and furniture, so we made a whole day out of it. We made these big piles of clothes, we put the piles into these big boxes, then the boxes into the back of my car, and then they stayed there for four months",0.96
John_Mulaney,"It’s good to give to charities, you know.",0.97
John_Mulaney,"""I took that stuff to Goodwill, right?",0.97
John_Mulaney,"Of course I did! On an unrelated note, I’m going to walk out the front door right now.",0.97
John_Mulaney,This one’s shirts. I got a bunch of shirts! Take ‘em away!,0.97
John_Mulaney,"Well, if it’s too big you can just wear it as a sleep shirt",0.97
John_Mulaney,My wife and I just gave a bunch of stuff to Goodwill. We made a whole day out of it.,0.98
John_Mulaney,Take this receipt for the clothing for your taxes.,0.98
John_Mulaney,"Well, if it’s too big you can just wear it as a sleep shirt.",0.98
John_Mulaney,"Oh, I get it. So rather than violate these meaningless politeness rules, I’ll just go to bed in a smock like goddamn Ebenezer Scrooge.",0.98
John_Mulaney,"It’s good to give to charities, you know",0.99
John_Mulaney,"Of course I did! On an unrelated note, I’m going to walk out the front door right now.",0.99
John_Mulaney,This one’s shirts. I got a bunch of shirts! Take ’em away!,0.99
John_Mulaney,"Well, if it’s too big you can just wear it as a sleep shirt.",0.99
John_Mulaney,"Okay, I get it. So rather than violate these meaningless politeness rules, I’ll just go to bed in a smock like goddamn Ebenezer Scrooge.",0.99
John_Mulaney,"It’s good to give to charities, you know.",1
John_Mulaney,"Of course I did! On an unrelated note, I’m going to walk out the front door right now",1
John_Mulaney,This one’s shirts. I got a bunch of shirts! Take ’em away!,1
John_Mulaney,"Well, if it’s too big you can just wear it as a sleep shirt.",1
John_Mulaney,"Oh, I get it. So rather than violate these meaningless politeness rules, I’ll just go to bed in a smock like goddamn Ebenezer Scrooge.",1
John_Mulaney_2,"The greatest assembly of them all, once a year, Stranger Danger.",0
John_Mulaney_2,"""Detective JJ Bittenbinder's name is ridiculous.",0
John_Mulaney_2,He was a man most acquainted with misery.,0
John_Mulaney_2,He could look at a child and guess the price of their coffin,0
John_Mulaney_2,"The greatest assembly of them all, once a year, Stranger Danger.",0.9
John_Mulaney_2,Detective JJ Bittenbinder's name is ridiculous.,0.9
John_Mulaney_2,"Detective JJ Bittenbinder wore a pocket watch. Two years in a row, he wore a cowboy hat. He also had a huge handlebar mustache. None of that matters, but it’s important to me that you know that.",0.9
John_Mulaney_2,He was a man most acquainted with misery. He could look at a child and guess the price of their coffin.,0.9
John_Mulaney_2,"The greatest assembly of them all, once a year, Stranger Danger.",0.91
John_Mulaney_2,Detective JJ Bittenbinder's name is ridiculous. That was his name,0.91
John_Mulaney_2,He was a man most acquainted with misery.,0.91
John_Mulaney_2,He could look at a child and guess the price of their coffin.,0.91
John_Mulaney_2,"The greatest assembly of them all, once a year, Stranger Danger.",0.92
John_Mulaney_2,JJ Bittenbinder is the Bruno Mars of assemblies.,0.92
John_Mulaney_2,"Detective JJ Bittenbinder wore three-piece suits. He also wore a pocket watch. Two years in a row, he wore a cowboy hat. He also had a huge handlebar mustache.",0.92
John_Mulaney_2,He was a man most acquainted with misery. He could look at a child and guess the price of their coffin,0.92
John_Mulaney_2,"Yeah, the hottest ticket in town.",0.92
John_Mulaney_2,"The greatest assembly of them all, once a year, Stranger Danger.",0.93
John_Mulaney_2,Detective JJ Bittenbinder's name is ridiculous.,0.93
John_Mulaney_2,Some adults find you incredibly attractive.,0.93
John_Mulaney_2,He could look at a child and guess the price of their coffin.,0.93
John_Mulaney_2,"The greatest assembly of them all, once a year, Stranger Danger. Yeah, the hottest ticket in town.",0.94
John_Mulaney_2,"Detective JJ Bittenbinder was from the Chicago Police Department. He was a child homicide expert and… -[audience is silent] -Oh, gee. [audience laughing] Very sorry, Radio City, did that make you uncomfortable?",0.94
John_Mulaney_2,"He did not look like his job description. He looked like he should be the conductor on a locomotive powered by confetti. But, instead, he made his living in murder.",0.94
John_Mulaney_2,"The greatest assembly of them all, once a year, Stranger Danger.",0.95
John_Mulaney_2,Detective JJ Bittenbinder's name is ridiculous.,0.95
John_Mulaney_2,Some adults find you incredibly attractive. And they may just have to kill you over it.,0.95
John_Mulaney_2,I can look at a child and guess the price of their coffin.,0.95
John_Mulaney_2,"The greatest assembly of them all, once a year, Stranger Danger.",0.96
John_Mulaney_2,Detective JJ Bittenbinder's name is ridiculous.,0.96
John_Mulaney_2,He was a man most acquainted with misery.,0.96
John_Mulaney_2,He could look at a child and guess the price of their coffin.,0.96
John_Mulaney_2,"The greatest assembly of them all, once a year, Stranger Danger.",0.97
John_Mulaney_2,Detective JJ Bittenbinder's name is ridiculous. That was his name,0.97
John_Mulaney_2,He was a man most acquainted with misery. He could look at a child and guess the price of their coffin.,0.97
John_Mulaney_2,"The greatest assembly of them all, once a year, Stranger Danger.",0.98
John_Mulaney_2,"Detective JJ Bittenbinder wore three-piece suits. He also wore a pocket watch. Two years in a row, he wore a cowboy hat.",0.98
John_Mulaney_2,He could look at a child and guess the price of their coffin.,0.98
John_Mulaney_2,"The greatest assembly of them all, once a year, Stranger Danger. Yeah, the hottest ticket in town.",0.99
John_Mulaney_2,Detective JJ Bittenbinder's name is ridiculous. That was his name.,0.99
John_Mulaney_2,He did not look like his job description. He looked like he should be the conductor on a locomotive powered by confetti.,0.99
John_Mulaney_2,He could look at a child and guess the price of their coffin.,0.99
John_Mulaney_2,It was JJ Bittenbinder!,0.99
John_Mulaney_2,He was a child homicide expert,0.99
John_Mulaney_2,"The greatest assembly of them all, once a year, Stranger Danger.",1
John_Mulaney_2,He was the weirdest goddamn person I ever saw in my entire life.,1
John_Mulaney_2,He could look at a child and guess the price of their coffin.,1
John_Mulaney_2,"Asian people, we don’t need Tinder anymore. We just go to BTS concerts. That’s how we do that parking lot pimping",0
John_Mulaney_2,I’m 5′ 5″. I just go to concerts to smell other people’s armpits.,0
John_Mulaney_2,"Asian people, we don’t need Tinder anymore. We just go to BTS concerts. That’s how we do that parking lot pimping",0.9
Jimmy_Yang,I think tall women are beautiful. But some of them like to wear heels. That’s just disrespect.,0.9
Jimmy_Yang,"I was frustrated. I had enough. So I just looked up at her, I was like, hey! Pick me up. This is bullshit.",0.9
Jimmy_Yang,I don’t need Tinder anymore. We just go to BTS concerts. That’s how we do that parking lot pimping.,0.91
Jimmy_Yang,"Some of them like to wear heels. That’s just disrespect. Like, you’re already five inches taller than me. Why the fuck are you wearing heels? She’s like, it makes my ass look better",0.91
Jimmy_Yang,"Asian people, we don’t need Tinder anymore. We just go to BTS concerts.",0.92
Jimmy_Yang,I'm 5′ 5″. I just go to concerts to smell other people's armpits.,0.92
Jimmy_Yang,Are you guys aware of that? I'm 5′ 5″. I just go to concerts to smell other people's armpits.,0.92
Jimmy_Yang,"I was frustrated. I had enough. So I just looked up at her, I was like, hey! Pick me up. This is bullshit.",0.92
Jimmy_Yang,"Asian people, we don’t need Tinder anymore. We just go to BTS concerts. That’s how we do that parking lot pimping",0.93
Jimmy_Yang,"I think tall women are beautiful. But some of them like to wear heels. That’s just disrespect. Like, you’re already five inches taller than me. Why the fuck are you wearing heels? She’s like, it makes my ass look better",0.93
Jimmy_Yang,"Asian people, we don’t need Tinder anymore. We just go to BTS concerts. That’s how we do that parking lot pimping.",0.94
Jimmy_Yang,I’m 5′ 5″. I just go to concerts to smell other people’s armpits.,0.94
Jimmy_Yang,Are you guys aware of that? I’m 5′ 5″. I just go to concerts to smell other people’s armpits.,0.94
Jimmy_Yang,"Asian people, we don’t need Tinder anymore. We just go to BTS concerts. That’s how we do that parking lot pimping",0.95
Jimmy_Yang,I’m 5′ 5″. I just go to concerts to smell other people’s armpits,0.95
Jimmy_Yang,"I’m like what the fuck’s the point of this? She was having the time of her life, doing whatever tall people do at concerts, you know, jumping around, obstructing other people’s views, seeing everything",0.95
Jimmy_Yang,"Asian people, we don’t need Tinder anymore. We just go to BTS concerts. That’s how we do that parking lot pimping.",0.96
Jimmy_Yang,I’m 5′ 5″. I just go to concerts to smell other people’s armpits.,0.96
Jimmy_Yang,Are you guys aware of that? I’m 5′ 5″. I just go to concerts to smell other people’s armpits.,0.96
Jimmy_Yang,I don’t need Tinder anymore. We just go to BTS concerts. That’s how we do that parking lot pimping,0.97
Jimmy_Yang,"Some of them like to wear heels. That’s just disrespect. Like, you’re already five inches taller than me. Why the fuck are you wearing heels? She’s like, it makes my ass look better.",0.97
Jimmy_Yang,"Asian people, we don’t need Tinder anymore. We just go to BTS concerts. That’s how we do that parking lot pimping.",0.98
Jimmy_Yang,I think tall women are beautiful. But some of them like to wear heels. That’s just disrespect,0.98
Jimmy_Yang,"She was having the time of her life, doing whatever tall people do at concerts, you know, jumping around, obstructing other people’s views, seeing everything.",0.98
Jimmy_Yang,"Asian people, we don’t need Tinder anymore. We just go to BTS concerts.",0.99
Jimmy_Yang,"I’ve been dating a lot of tall girls lately, because it makes me look successful.",0.99
Jimmy_Yang,But some of them like to wear heels. That’s just disrespect.,0.99
Jimmy_Yang,"Like, you’re already five inches taller than me. Why the fuck are you wearing heels? She’s like, it makes my ass look better.",0.99
Jimmy_Yang,"Asian people, we don’t need Tinder anymore. We just go to BTS concerts. That’s how we do that parking lot pimping.",1
Jimmy_Yang,I'm 5′ 5″. I just go to concerts to smell other people’s armpits.,1
Jimmy_Yang,Are you aware of that? I'm 5′ 5″. I just go to concerts to smell other people’s armpits.,1
Jimmy_Yang_2,"It’s really hard for me to watch TV with my dad, because he’s trying to make me explain everything to him",0
Jimmy_Yang_2,"Old Asian people, they don’t watch TV. They judge the TV.",0
Jimmy_Yang_2,"He’s just sitting there, arms folded, judging the TV like–He’s made some random noises around the house",0
Jimmy_Yang_2,"It’s really hard for me to watch TV with my dad, because he’s trying to make me explain everything to him.",0.9
Jimmy_Yang_2,"Old Asian people, they don’t watch TV. They judge the TV.",0.9
Jimmy_Yang_2,"It’s just like, achoo! Oh! Ay, shit.Oh! I’m like, what the fuck, Dad, just have an orgasm? What was that?",0.9
Jimmy_Yang_2,I’m like first generation,0.91
Jimmy_Yang_2,"My parents, they’re like negative 9 generation.",0.91
Jimmy_Yang_2,"Old Asian people, they don’t watch TV",0.91
Jimmy_Yang_2,"He’s just sitting there, arms folded, judging the TV like–He’s made some random noises around the house",0.91
Jimmy_Yang_2,"It’s just like, achoo! Oh! Ay, shit.Oh! I’m like, what the fuck, Dad, just have an orgasm? What was that?",0.91
Jimmy_Yang_2,"It's really hard for me to watch TV with my dad, because he's trying to make me explain everything to him.",0.92
Jimmy_Yang_2,"Old Asian people, they don't watch TV. They judge the TV.",0.92
Jimmy_Yang_2,"It's just like, achoo! Oh! Ay, shit.Oh! I’m like, what the fuck, Dad, just have an orgasm? What was that?",0.92
Jimmy_Yang_2,The orga– orgasm.,0.92
Jimmy_Yang_2,"I’m like first generation. But my parents, they’re like negative 9 generation.",0.93
Jimmy_Yang_2,"Old Asian people, they don’t watch TV. They judge the TV.",0.93
Jimmy_Yang_2,"It’s like, I’m just sitting next to my dad on the couch, and he’s wearing his, like, old Asian man costume, which is just a wife beater and tighty-whiteys.",0.93
Jimmy_Yang_2,"It’s really hard for me to watch TV with my dad, because he’s trying to make me explain everything to him",0.94
Jimmy_Yang_2,"Old Asian people, they don’t watch TV. They judge the TV.",0.94
Jimmy_Yang_2,"It’s just like, achoo! Oh! Ay, shit.Oh! I’m like, what the fuck, Dad, just have an orgasm?",0.94
Jimmy_Yang_2,"It’s really hard for me to watch TV with my dad, because he’s trying to make me explain everything to him.",0.95
Jimmy_Yang_2,"Old Asian people, they don’t watch TV. They judge the TV",0.95
Jimmy_Yang_2,"He’s just sitting there, arms folded, judging the TV like–He’s made some random noises around the house. Now whenever he sneezes, it’s never just a sneeze. It’s like a whole tsunami of sound waves that comes after",0.95
Jimmy_Yang_2,"See, I’m like first generation.",0.96
Jimmy_Yang_2,"Like, old Asian people, they don’t watch TV.",0.96
Jimmy_Yang_2,"He’s just sitting there, arms folded, judging the TV like–He’s made some random noises around the house.",0.96
Jimmy_Yang_2,"It’s just like, achoo! Oh! Ay, shit.Oh! I’m like, what the fuck, Dad, just have an orgasm? What was that?",0.96
Jimmy_Yang_2,"It’s really hard for me to watch TV with my dad, because he’s trying to make me explain everything to him.",0.97
Jimmy_Yang_2,"Old Asian people, they don’t watch TV. They judge the TV.",0.97
Jimmy_Yang_2,"He’s just sitting there, arms folded, judging the TV like–He’s made some random noises around the house.",0.97
Jimmy_Yang_2,"It’s just like, achoo! Oh! Ay, shit.Oh! I’m like, what the fuck, Dad, just have an orgasm? What was that?",0.97
Jimmy_Yang_2,"It’s really hard for me to watch TV with my dad, because he’s trying to make me explain everything to him.",0.98
Jimmy_Yang_2,"Old Asian people, they don’t watch TV. They judge the TV.",0.98
Jimmy_Yang_2,"""It’s just like, achoo! Oh! Ay, shit.Oh! I’m like, what the fuck, Dad, just have an orgasm? What was that?",0.98
Jimmy_Yang_2,"It’s really hard for me to watch TV with my dad, because he’s trying to make me explain everything to him.",0.99
Jimmy_Yang_2,"Old Asian people, they don’t watch TV. They judge the TV.",0.99
Jimmy_Yang_2,"It’s like, I’m just sitting next to my dad on the couch, and he’s wearing his, like, old Asian man costume, which is just a wife beater and tighty-whiteys.",0.99
Jimmy_Yang_2,"It's really hard for me to watch TV with my dad, because he's trying to make me explain everything to him.",1
Jimmy_Yang_2,"Old Asian people, they don't watch TV. They judge the TV.",1
Jimmy_Yang_2,"""It's just like, achoo! Oh! Ay, shit.Oh! I'm like, what the fuck, Dad, just have an orgasm? What was that?",1
Louis_CK,He was?,0
Louis_CK,I don't think so.,0
Louis_CK,"Dude, Jesus couldn't be Jewish. Think about it",0
Louis_CK,That finally makes sense. I didn't even know.,0
Louis_CK,"Oh, fuck, that's me! I'm the little guy on it!",0
Louis_CK,He was?,0.9
Louis_CK,I don't think so.,0.9
Louis_CK,"That's okay, it already happened.",0.9
Louis_CK,"You fucking think about it, you idiot.",0.9
Louis_CK,"What d– What was he then? You’re… What, was he Presbyterian? What was he? Catholic? Okay, Jesus was Catholic and he had a gold chain with a cross.",0.9
Louis_CK,He was?,0.91
Louis_CK,I don't think so.,0.91
Louis_CK,"Dude, Jesus couldn't be Jewish. Think about it",0.91
Louis_CK,That finally makes sense. I didn't even know.,0.91
Louis_CK,That’s me! I’m the little guy on it!,0.91
Louis_CK,Jesus was Jewish and he had a gold chain with a cross,0.91
Louis_CK,"He didn't even know what he was, he was just a dude with a cross!",0.91
Louis_CK,He was?,0.92
Louis_CK,I don't think so.,0.92
Louis_CK,"That's okay, it already happened.",0.92
Louis_CK,"Dude, Jesus couldn't be Jewish. Think about it",0.92
Louis_CK,That finally makes sense. I didn't even know.,0.92
Louis_CK,"Oh, fuck, that's me! I'm the little guy on it!",0.92
Louis_CK,He was?,0.93
Louis_CK,I don't think so.,0.93
Louis_CK,"Dude, Jesus couldn't be Jewish. Think about it",0.93
Louis_CK,That finally makes sense. I didn't even know.,0.93
Louis_CK,That’s me! I’m the little guy on it!,0.93
Louis_CK,He was?,0.94
Louis_CK,I don't think so.,0.94
Louis_CK,"Dude, Jesus couldn't be Jewish. Think about it",0.94
Louis_CK,That finally makes sense. I didn't even know.,0.94
Louis_CK,He was?,0.95
Louis_CK,I don't think so.,0.95
Louis_CK,"That's okay, it already happened.",0.95
Louis_CK,"You fucking think about it, you idiot.",0.95
Louis_CK,"I don’t even know. Oh, fuck, that’s me! I’m the little guy on it!",0.95
Louis_CK,He was?,0.96
Louis_CK,I don't think so.,0.96
Louis_CK,"That's okay, it already happened.",0.96
Louis_CK,"You fucking think about it, you idiot.",0.96
Louis_CK,I'm the little guy on it!,0.96
Louis_CK,He was?,0.97
Louis_CK,I don't think so.,0.97
Louis_CK,"Dude, Jesus couldn't be Jewish. Think about it",0.97
Louis_CK,That finally makes sense. I didn’t even know.,0.97
Louis_CK,"Oh, fuck, that’s me! I’m the little guy on it!",0.97
Louis_CK,Jesus was Jewish,0.98
Louis_CK,I don't think so.,0.98
Louis_CK,"Dude, Jesus couldn't be Jewish. Think about it",0.98
Louis_CK,That finally makes sense. I didn't even know,0.98
Louis_CK,"""Oh, fuck, that's me! I'm the little guy on it!",0.98
Louis_CK,He was?,0.99
Louis_CK,I don't think so.,0.99
Louis_CK,"That's okay, it already happened",0.99
Louis_CK,"Dude, Jesus couldn't be Jewish. Think about it.",0.99
Louis_CK,"I don't even know. Oh, fuck, that's me! I'm the little guy on it!",0.99
Louis_CK,He was?,1
Louis_CK,I don't think so.,1
Louis_CK,"That's okay, it already happened",1
Louis_CK,"You are… what, was he Presbyterian? What was he? Catholic?",1
Louis_CK,That finally makes sense. I didn’t even know.,1
Louis_CK,"Oh, fuck, that's me! I’m the little guy on it!",1
Louis_CK_2,It’s sad how dumb they are.,0
Louis_CK_2,"They don’t even know their own lives, they don’t even — they can’t even handle their own lives mentally",0
Louis_CK_2,I don’t know anything now. Please help.,0
Louis_CK_2,"There it is, right there. It’s right there.",0
Louis_CK_2,It’s sad how dumb they are.,0.9
Louis_CK_2,"They don't even know their own lives, they don't even — they can't even handle their own lives mentally.",0.9
Louis_CK_2,"And then one of the times you throw the ball, the dog looks at you like, 'I didn't see what happened. I'm sorry, I… I don't know anything now. Please help.'",0.9
Louis_CK_2,"Dogs are so dumb, it’s fucking tragic.",0.91
Louis_CK_2,They're in our lives and they know nothing about what's happening,0.91
Louis_CK_2,They're so stupid! Incredibly stupid animals.,0.91
Louis_CK_2,"I don't even know my own life, I don't even — I can't even handle my own life mentally.",0.91
Louis_CK_2,It’s sad how dumb they are.,0.92
Louis_CK_2,I know you! Ha!,0.92
Louis_CK_2,Incredibly stupid animals,0.92
Louis_CK_2,"I don’t even know my own life, I don’t even — I can’t even handle my own life mentally",0.92
Louis_CK_2,"There it is, right there. It’s right there",0.92
Louis_CK_2,It’s fucking tragic. It’s sad how dumb they are.,0.93
Louis_CK_2,They’re so stupid! Incredibly stupid animals.,0.93
Louis_CK_2,"I don’t even know their own lives, they don’t even — they can’t even handle their own lives mentally.",0.93
Louis_CK_2,"And then one of the times you throw the ball for your dog and your dog gets the ball and brings it, and then you throw the ball again, and the dog brings it.",0.93
Louis_CK_2,It’s sad how dumb they are.,0.94
Louis_CK_2,"They don’t even know their own lives, they don’t even — they can’t even handle their own lives mentally.",0.94
Louis_CK_2,"You ever been having, like, a dramatic moment in your family, like, you’re in the living room telling the kids that grandma died, and everybody’s crying, and the dog’s sitting there like… “I know you! Ha!",0.94
Louis_CK_2,It’s so fucking tragic. It’s sad how dumb they are.,0.95
Louis_CK_2,"They don’t even know their own lives, they don’t even — they can’t even handle their own lives mentally.",0.95
Louis_CK_2,"I ever throw a ball for my dog and your dog gets the ball and brings it, and then you throw the ball again, and the dog brings it. And then one of the times you throw the ball, the dog looks at you like, ‘I didn’t see what happened. I’m sorry, I… I don’t know",0.95
Louis_CK_2,"Dogs are so dumb, it’s fucking tragic.",0.96
Louis_CK_2,They're in our lives and they know nothing about what's happening.,0.96
Louis_CK_2,"You ever been having, like, a dramatic moment in your family, like, you're in the living room telling the kids that grandma died, and everybody's crying, and the dog's sitting there like… 'I know you! Ha!' They're so stupid!",0.96
Louis_CK_2,It’s sad how dumb they are,0.97
Louis_CK_2,"They don’t even know their own lives, they don’t even — they can’t even handle their own lives mentally.",0.97
Louis_CK_2,"I ever been having, like, a dramatic moment in my family, like, you’re in the living room telling the kids that grandma died, and everybody’s crying, and the dog’s sitting there like…‘I know you! Ha!’ They’re so stupid!",0.97
Louis_CK_2,It’s sad how dumb they are.,0.98
Louis_CK_2,"They don’t even know their own lives, they don’t even — they can’t even handle their own lives mentally",0.98
Louis_CK_2,They just look at your finger ’cause there’s just no way he’s gonna get this concept that there’s an invisible line… …that he can follow with his imagination.,0.98
Louis_CK_2,It's fucking tragic. It's sad how dumb they are.,0.99
Louis_CK_2,"They don't even know their own lives, they don't even — they can't even handle their own lives mentally.",0.99
Louis_CK_2,"And then one of the times you throw the ball, the dog looks at you like, 'I didn't see what happened. I'm sorry, I… I don't know anything now. Please help.",0.99
Louis_CK_2,"There it is, right there. It's right there.",0.99
Louis_CK_2,It’s sad how dumb they are.,1
Louis_CK_2,They’re so stupid! Incredibly stupid animals.,1
Louis_CK_2,"I don’t even know their own lives, they don’t even — they can’t even handle their own lives mentally.",1
Nate_Bargatze,"Did you name her after Harper Lee, the author of To Kill a Mockingbird?",0
Nate_Bargatze,"I love how innocent it is. They cry over a tag in their shirt. I mean, they bawl. They don’t like… It feels weird.",0
Nate_Bargatze,"She just sits there on her iPad a lot. You know, that’s the hard part. You got to get these kids off… You don’t want technology all the time.",0
Nate_Bargatze,"Uh… I love having a kid. We… I love when kids cry, it’s just innocent.",0.9
