comedian,sentence,k
John_Mulaney_2,Detective JJ Bittenbinder's name is ridiculous.,5
John_Mulaney_2,He was a man most acquainted with misery.,5
John_Mulaney_2,He could look at a child and guess the price of their coffin.,5
John_Mulaney_2,Go ahead and laugh.,5
John_Mulaney_2,"The greatest assembly of them all, once a year, Stranger Danger.",6
John_Mulaney_2,He's from the Chicago Police Department. He was a child homicide expert and…,6
John_Mulaney_2,"And they may just have to kill you over it. Okay, c'est la vie, go be kids, go have fun.",6
John_Mulaney_2,"Detective JJ Bittenbinder wore a cowboy hat. He also had a huge handlebar mustache. None of that matters, but it's important to me that you know that.",6
John_Mulaney_2,"The greatest assembly of them all, once a year, Stranger Danger. Yeah, the hottest ticket in town.",7
John_Mulaney_2,Detective JJ Bittenbinder's name is ridiculous.,7
John_Mulaney_2,He's still got blood on his shoes. And he's looking at you in the eye to tell you for the first time in your very young life that some adults find you incredibly attractive.,7
John_Mulaney_2,"I could not resist cracking a smile, and I swear I heard Detective JJ Bittenbinder chuckle. It was the strangest goddamn thing I've ever heard",7
John_Mulaney_2,"The greatest assembly of them all, once a year, Stranger Danger.",8
John_Mulaney_2,Detective JJ Bittenbinder's name is ridiculous.,8
John_Mulaney_2,He was a man most acquainted with misery.,8
John_Mulaney_2,He could look at a child and guess the price of their coffin.,8
John_Mulaney_2,"The greatest assembly of them all, once a year, Stranger Danger.",
John_Mulaney_2,Detective JJ Bittenbinder's name is ridiculous.,9
John_Mulaney_2,He's still got blood on his shoes. And he's looking at you in the eye to tell you for the first time in your very young life that some adults find you incredibly attractive.,9
John_Mulaney_2,He did not look like his job description. He looked like he should be the conductor on a locomotive powered by confetti.,9
John_Mulaney_2,He could look at a child and guess the price of their coffin.,9
John_Mulaney_2,"The greatest assembly of them all, once a year, Stranger Danger.",10
John_Mulaney_2,"JJ Bittenbinder wore three-piece suits. He also wore a pocket watch. Two years in a row, he wore a cowboy hat. He also had a huge handlebar mustache.",10
John_Mulaney_2,He did not look like his job description. He looked like he should be the conductor on a locomotive powered by confetti.,10
John_Mulaney_2,"Yeah, the hottest ticket in town.",10
John_Mulaney_2,"Three-piece suits, pocket watch, and a cowboy hat.",10
Jimmy_Yang,"Asian people, we don’t need Tinder anymore. We just go to BTS concerts. That’s how we do that parking lot pimping",1
Jimmy_Yang,I’m 5′ 5″. I just go to concerts to smell other people’s armpits.,1
Jimmy_Yang,"Asian people, we don’t need Tinder anymore. We just go to BTS concerts. That’s how we do that parking lot pimping",2
Jimmy_Yang,"I’ve been dating a lot of tall girls lately, because it makes me look successful. No, no. I think tall women are beautiful.",2
Jimmy_Yang,But some of them like to wear heels. That’s just disrespect.,2
Jimmy_Yang,"Asian people, we don’t need Tinder anymore. We just go to BTS concerts. That’s how we do that parking lot pimping.",3
Jimmy_Yang,"""I think tall women are beautiful. But some of them like to wear heels. That’s just disrespect.",3
Jimmy_Yang,"Last time– the last time I took a tall girl to this concert– I don’t know if you guys know this, but apparently, tall people have fun at concerts.",3
Jimmy_Yang,"Asian people, we don’t need Tinder anymore. We just go to BTS concerts. That’s how we do that parking lot pimping.",4
Jimmy_Yang,"I've been dating a lot of tall girls lately, because it makes me look successful",4
Jimmy_Yang,But some of them like to wear heels. That’s just disrespect.,4
Jimmy_Yang,I'm 5′ 5″. I just go to concerts to smell other people’s armpits.,4
Jimmy_Yang,"I want to see Billy Eilish, too.",4
Jimmy_Yang,That's how we do that parking lot pimping.,5
Jimmy_Yang,I think tall women are beautiful.,5
Jimmy_Yang,"But some of them like to wear heels. That's just disrespect. Like, you're already five inches taller than me. Why the fuck are you wearing heels? She's like, it makes my ass look better.",5
Jimmy_Yang,Are you guys aware of that? I'm 5′ 5″. I just go to concerts to smell other people's armpits.,5
Jimmy_Yang,"Asian people, we don’t need Tinder anymore. We just go to BTS concerts. That’s how we do that parking lot pimping.",6
Jimmy_Yang,"But some of them like to wear heels. That’s just disrespect. Like, you’re already five inches taller than me. Why the fuck are you wearing heels?",6
Jimmy_Yang,"I don’t know if you guys know this, but apparently, tall people have fun at concerts. Are you guys aware of that?",6
Jimmy_Yang,"Asian people, we don’t need Tinder anymore. We just go to BTS concerts. That’s how we do that parking lot pimping.",7
Jimmy_Yang,"I don’t know if you guys know this, but apparently, tall people have fun at concerts. Are you guys aware of that?",7
Jimmy_Yang,"Asian people, we don’t need Tinder anymore. We just go to BTS concerts. That’s how we do that parking lot pimping.",8
Jimmy_Yang,I’m 5′ 5″. I just go to concerts to smell other people’s armpits.,8
Jimmy_Yang,Are you guys aware of that? I’m 5′ 5″. I just go to concerts to smell other people’s armpits.,8
Jimmy_Yang,"Asian people, we don’t need Tinder anymore. We just go to BTS concerts. That’s how we do that parking lot pimping.",9
Jimmy_Yang,"But some of them like to wear heels. That’s just disrespect. Like, you’re already five inches taller than me. Why the fuck are you wearing heels? She’s like, it makes my ass look better.",9
Jimmy_Yang,"Asian people, we don’t need Tinder anymore. We just go to BTS concerts. That’s how we do that parking lot pimping.",10
Jimmy_Yang,"I’ve been dating a lot of tall girls lately, because it makes me look successful.",10
Jimmy_Yang,But some of them like to wear heels. That’s just disrespect.,10
Jimmy_Yang,I’m 5′ 5″. I just go to concerts to smell other people’s armpits,10
Jimmy_Yang,"I want to see Billy Eilish, too.",10
Jimmy_Yang_2,"It’s really hard for me to watch TV with my dad, because he’s trying to make me explain everything to him.",1
Jimmy_Yang_2,"Old Asian people, they don’t watch TV. They judge the TV.",1
Jimmy_Yang_2,"He’s just sitting there, arms folded, judging the TV like–He’s made some random noises around the house.",1
Jimmy_Yang_2,"It’s just like, achoo! Oh! Ay, shit.Oh! I’m like, what the fuck, Dad, just have an orgasm?",1
Jimmy_Yang_2,"It's really hard for me to watch TV with my dad, because he's trying to make me explain everything to him.",2
Jimmy_Yang_2,"Old Asian people, they don't watch TV. They judge the TV",2
Jimmy_Yang_2,"He's just sitting there, arms folded, judging the TV like–He's made some random noises around the house",2
Jimmy_Yang_2,"It's just like, achoo! Oh! Ay, shit.Oh! I'm like, what the fuck, Dad, just have an orgasm? What was that?",2
Jimmy_Yang_2,"It’s really hard for me to watch TV with my dad, because he’s trying to make me explain everything to him.",3
Jimmy_Yang_2,"Old Asian people, they don’t watch TV. They judge the TV.",3
Jimmy_Yang_2,"It’s just like, achoo! Oh! Ay, shit.Oh! I’m like, what the fuck, Dad, just have an orgasm? What was that?",3
Jimmy_Yang_2,"OK, the orga– orgasm.",3
Jimmy_Yang_2,"It’s really hard for me to watch TV with my dad, because he’s trying to make me explain everything to him.",4
Jimmy_Yang_2,"Old Asian people, they don’t watch TV. They judge the TV.",4
Jimmy_Yang_2,"He’s just sitting there, arms folded, judging the TV like–He’s made some random noises around the house.",4
Jimmy_Yang_2,"Whenever he sneezes, it’s never just a sneeze. It’s like a whole tsunami of sound waves that comes after.",4
Jimmy_Yang_2,"It's really hard for me to watch TV with my dad, because he's trying to make me explain everything to him.",5
Jimmy_Yang_2,"Old Asian people, they don't watch TV. They judge the TV.",5
Jimmy_Yang_2,"He's just sitting there, arms folded, judging the TV like–He's made some random noises around the house.",5
Jimmy_Yang_2,"What the fuck, Dad, just have an orgasm? What was that?",5
Jimmy_Yang_2,"It’s really hard for me to watch TV with my dad, because he’s trying to make me explain everything to him.",6
Jimmy_Yang_2,"Old Asian people, they don’t watch TV. They judge the TV.",6
Jimmy_Yang_2,"He’s just sitting there, arms folded, judging the TV like–He’s made some random noises around the house.",6
Jimmy_Yang_2,"It’s really hard for me to watch TV with my dad, because he’s trying to make me explain everything to him.",7
Jimmy_Yang_2,"Old Asian people, they don’t watch TV. They judge the TV",7
Jimmy_Yang_2,"Achoo! Oh! Ay, shit.Oh! I’m like, what the fuck, Dad, just have an orgasm? What was that?",7
Jimmy_Yang_2,"It's really hard for me to watch TV with my dad, because he's trying to make me explain everything to him.",8
Jimmy_Yang_2,"Old Asian people, they don't watch TV. They judge the TV.",8
Jimmy_Yang_2,"He’s just sitting there, arms folded, judging the TV like–He’s made some random noises around the house.",8
Jimmy_Yang_2,"Whenever he sneezes, it’s never just a sneeze. It’s like a whole tsunami of sound waves that comes after.",8
Jimmy_Yang_2,"It's really hard for me to watch TV with my dad, because he's trying to make me explain everything to him.",9
Jimmy_Yang_2,"Old Asian people, they don't watch TV. They judge the TV.",9
Jimmy_Yang_2,"He's just sitting there, arms folded, judging the TV like–He's made some random noises around the house. Now whenever he sneezes, it's never just a sneeze. It's like a whole tsunami of sound waves that comes after. It's just like, achoo! ",9
Jimmy_Yang_2,First generation,10
Jimmy_Yang_2,Negative 9 generation,10
Jimmy_Yang_2,Frickin' Chinese,10
Jimmy_Yang_2,"Old Asian people, they don’t watch TV",10
Jimmy_Yang_2,"He’s just sitting there, arms folded, judging the TV like–He’s made some random noises around the house.",10
Jimmy_Yang_2,"Achoo! Oh! Ay, shit.Oh! I’m like, what the fuck, Dad, just have an orgasm? What was that?",
Louis_CK,He was?,1
Louis_CK,I don't think so.,1
Louis_CK,"That\'s okay, it already happened.",1
Louis_CK,"Dude, Jesus couldn't be Jewish. Think about it.""",1
Louis_CK,"That finally makes sense. I didn't even know.""",1
Louis_CK,"Oh, fuck, that's me! I'm the little guy on it!",1
Louis_CK,He was?,2
Louis_CK,I don't think so.,2
Louis_CK,"That\'s okay, it already happened.",2
Louis_CK,"Dude, Jesus couldn't be Jewish. Think about it.""",2
Louis_CK,I didn’t even knowThat finally makes sense. I didn’t even know.,2
Louis_CK,"Oh, fuck, that's me! I'm the little guy on it!",2
Louis_CK,He was?,3
Louis_CK,I don't think so.,3
Louis_CK,"That\'s okay, it already happened.",3
Louis_CK,"Dude, Jesus couldn't be Jewish. Think about it.""",3
Louis_CK,I didn’t even know,3
Louis_CK,"Oh, fuck, that's me! I'm the little guy on it!",3
Louis_CK,He was?,4
Louis_CK,I don’t think so.,4
Louis_CK,"Dude, Jesus couldn’t be Jewish. Think about it.",4
Louis_CK,That finally makes sense.,4
Louis_CK,He was?,5
Louis_CK,I don’t think so.,5
Louis_CK,"Dude, Jesus couldn’t be Jewish. Think about it.",5
Louis_CK,"Oh, that's why we have those!",5
Louis_CK,He was?,6
Louis_CK,I don’t think so.,6
Louis_CK,"That's okay, it already happened",6
Louis_CK,"I don't even know. Oh, what, was he Presbyterian? What was he? Catholic? Okay, Jesus was Catholic and he had a gold chain with a cross.",6
Louis_CK,"That finally makes sense. I didn't even know.""",6
Louis_CK,He was?,7
Louis_CK,I don’t think so.,7
Louis_CK,"Dude, Jesus couldn’t be Jewish. Think about it.",7
Louis_CK,"I didn’t even know. Oh, fuck, that’s me! I’m the little guy on it!",7
Louis_CK,He was?,8
Louis_CK,I don’t think so.,8
Louis_CK,"Dude, Jesus couldn’t be Jewish. Think about it.",8
Louis_CK,"That finally makes sense. I didn't even know.""",8
Louis_CK,He was?,9
Louis_CK,I don’t think so.,9
Louis_CK,"Dude, Jesus couldn’t be Jewish. Think about it.",9
Louis_CK,"That finally makes sense. I didn't even know. Oh, fuck, that's me! I'm the little guy on it!",9
Louis_CK,He was?,10
Louis_CK,I don’t think so.,10
Louis_CK,"Dude, Jesus couldn’t be Jewish. Think about it.",10
Louis_CK,That finally makes sense.,10
Louis_CK,He was Catholic and he had a gold chain with a cross.,10
Louis_CK_2,It’s sad how dumb they are.,1
Louis_CK_2,"They don’t even know their own lives, they don’t even — they can’t even handle their own lives mentally.",1
Louis_CK_2,I don’t know anything now. Please help.,1
Louis_CK_2,"There it is, right there. It’s right there.",1
Louis_CK_2,It's sad how dumb they are.,2
Louis_CK_2,They're so stupid!,2
Louis_CK_2,I know you! Ha!,2
Louis_CK_2,"I didn't see what happened. I'm sorry, I… I don't know anything now.",2
Louis_CK_2,"There it is, right there.",2
Louis_CK_2,It’s sad how dumb they are.,3
Louis_CK_2,"They don’t even know their own lives, they don’t even — they can’t even handle their own lives mentally.",3
Louis_CK_2,"I’m sorry, I… I don’t know anything now. Please help.",3
Louis_CK_2,"There it is, right there. It’s right there.",3
Louis_CK_2,"Dogs are so dumb, it’s fucking tragic. It’s sad how dumb they are.",4
Louis_CK_2,They're in our lives and they know nothing about what's happening.,4
Louis_CK_2,"You ever been having, like, a dramatic moment in your family, like, you're in the living room telling the kids that grandma died, and everybody's crying, and the dog's sitting there like…“I know you! Ha!” They're so stupid!",4
Louis_CK_2,"Dogs are so dumb, it’s fucking tragic",5
Louis_CK_2,They’re in our lives and they know nothing about what’s happening.,5
Louis_CK_2,They’re so stupid! Incredibly stupid animals.,5
Louis_CK_2,"They don’t even know their own lives, they don’t even — they can’t even handle their own lives mentally.",5
Louis_CK_2,"You ever throw a ball for your dog and your dog gets the ball and brings it, and then you throw the ball again, and the dog brings it.",5
Louis_CK_2,"Dogs are so dumb, it’s fucking tragic.",6
Louis_CK_2,They’re so stupid! Incredibly stupid animals.,6
Louis_CK_2,"I’m sorry, I… I don’t know anything now. Please help.",6
Louis_CK_2,"There it is, right there. It’s right there.",6
Louis_CK_2,It’s sad how dumb they are. They’re in our lives and they know nothing about what’s happening.,7
Louis_CK_2,They’re so stupid! Incredibly stupid animals.,7
Louis_CK_2,"I never throw anything for my dog, he just brings it back to me like a loyal puppy.",7
Louis_CK_2,"And then one of the times you throw the ball, the dog looks at you like, ‘I didn’t see what happened. I’m sorry, I… I don’t know anything now. Please help.'",7
Louis_CK_2,It’s sad how dumb they are.,8
Louis_CK_2,I know you! Ha!,8
Louis_CK_2,Incredibly stupid animals.,8
Louis_CK_2,"I’m sorry, I… I don’t know anything now. Please help.",8
Louis_CK_2,"There it is, right there. It’s right there.",8
Louis_CK_2,It's fucking tragic. It's sad how dumb they are.,9
Louis_CK_2,"They don't even know their own lives, they don't even — they can't even handle their own lives mentally.",9
Louis_CK_2,"I ever been having, like, a dramatic moment in my family, like, you're in the living room telling the kids that grandma died, and everybody's crying, and the dog's sitting there like… ""I know you! Ha!"" They're so stupid!",9
Louis_CK_2,"Dogs are so dumb, it’s fucking tragic.""",10
Louis_CK_2,They’re so stupid! Incredibly stupid animals.,10
Louis_CK_2,"I’m sorry, I… I don’t know anything now. Please help.",10
Nate_Bargatze,"Did you name her after Harper Lee, the author of To Kill a Mockingbird?",1
Nate_Bargatze,"I love how innocent it is. They cry over a tag in their shirt. I mean, they bawl. They don’t like… It feels weird.",1
Nate_Bargatze,"She just sits there on her iPad a lot. You know, that’s the hard part. You got to get these kids off… You don’t want technology all the time.",1
Nate_Bargatze,"Did you name her after Harper Lee, the author of To Kill a Mockingbird?",2
Nate_Bargatze,She just sits there on her iPad a lot.,2
Nate_Bargatze,It's not like a show. I'd be fine if she watched a show.,2
Nate_Bargatze,She just watches kids playing with toys.,2
Nate_Bargatze,"It's got five billion views. It looks like we buy her nothing, like, we just show her.",2
Nate_Bargatze,"Did you name her after Harper Lee, the author of To Kill a Mockingbird?",3
Nate_Bargatze,"It's just her sitting there going, 'Hey, guys, what's going on? Click the links below, subscribe, leave a comment.'",3
Nate_Bargatze,It's not like a show. I'd be fine if she watched a show.,3
Nate_Bargatze,"She just watches kids playing with toys. Like, that's what's crazy.",3
Nate_Bargatze,"I love having a kid. We… I love when kids cry, it’s just innocent.",4
Nate_Bargatze,"She’s on her iPad a lot. You know, that’s the hard part. You got to get these kids off… You don’t want technology all the time.",4
Nate_Bargatze,It’s not like a show. I’d be fine if she watched a show.,4
Nate_Bargatze,"She just sits there on her iPad. She wants to be a YouTuber, which, as a comedian, makes me furious.",4
Nate_Bargatze,"Did you name her after Harper Lee, the author of To Kill a Mockingbird?",5
Nate_Bargatze,"""I love how innocent it is. They cry over a tag in their shirtShe just sits there on her iPad a lot. You know, that's the hard part. You got to get these kids off... You don't want technology all the time.",5
Nate_Bargatze,It's not on YouTube. Me and her mom are the only subscribers,5
Nate_Bargatze,"She just watches kids playing with toys. Like, that's what's crazy.",5
Nate_Bargatze,"I’ve never thought about an author a day in my life, so… That never occurred to me.",6
Nate_Bargatze,"She’s on her iPad a lot. You know, that’s the hard part. You got to get these kids off… You don’t want technology all the time.",6
Nate_Bargatze,It’s not on YouTube. Me and her mom are the only subscribers. She just watches kids playing with toys.,6
Nate_Bargatze,"Did you name her after Harper Lee, the author of To Kill a Mockingbird?",7
Nate_Bargatze,"It feels weird. And then, you could be like, “Is your house on fire?",7
Nate_Bargatze,"She just sits there on her iPad a lot. You know, that's the hard part. You got to get these kids off... You don't want technology all the time.",7
Nate_Bargatze,It's not like a show. I'd be fine if she watched a show.,7
Nate_Bargatze,"Did you name her after Harper Lee, the author of To Kill a Mockingbird?",8
Nate_Bargatze,"I love how innocent it is. They cry over a tag in their shirt. I mean, they bawl",8
Nate_Bargatze,"She just sits there on her iPad a lot. You know, that’s the hard part. You got to get these kids off… You don’t want technology all the time. She just sits there on her iPad.",8
Nate_Bargatze,"""I love having a kid. We… I love when kids cry, it’s just innocent.",9
Nate_Bargatze,"She’s on her iPad a lot. You know, that’s the hard part. You got to get these kids off… You don’t want technology all the time.",9
Nate_Bargatze,It’s not on YouTube. Me and her mom are the only subscribers,9
Nate_Bargatze,"She just watches kids playing with toys. Like, that’s what’s crazy.",9
Nate_Bargatze,"Did you name her after Harper Lee, the author of To Kill a Mockingbird?",10
Nate_Bargatze,"She's on her iPad a lot. You know, that's the hard part. You got to get these kids off... You don't want technology all the time.",10
Nate_Bargatze,It's not a show. I'd be fine if she watched a show.,10
Nate_Bargatze_2,"Okay, learning it earlier than we used to, huh?",1
Nate_Bargatze_2,"It’s a whole new… I mean, it’s unbelievable. They bring it home, you gotta watch a 40-minute YouTube video on Common Core math.",1
Nate_Bargatze_2,Oh! Just do that at the top. I don’t even know what we’re doing.,1
Nate_Bargatze_2,It’s a long way to get at the same answer.,1
Nate_Bargatze_2,"Okay, learning it earlier than we used to, huh?",2
Nate_Bargatze_2,"It’s a whole new… I mean, it’s unbelievable. They bring it home, you gotta watch a 40-minute YouTube video on Common Core math.",2
Nate_Bargatze_2,Oh! Just do that at the top. I don’t even know what we’re doing.,2
Nate_Bargatze_2,It’s a long way to get at the same answer.,2
Nate_Bargatze_2,"Homework's fun. First and second grade was awesome. Third grade, you’re like, “Okay.” They throw some stuff in, you’re like, “Oh, all right. All right.” It’s, uh… “Okay, learning it earlier than we used to, huh?",3
Nate_Bargatze_2,Uh… It’s just a new math. And the goal of Common Core is to use one sheet of paper for every problem.,3
Nate_Bargatze_2,It’s a long way to get at the same answer.,3
Nate_Bargatze_2,"Okay, learning it earlier than we used to, huh?",4
Nate_Bargatze_2,"It’s a new math they invented, no heads up.",4
Nate_Bargatze_2,"You just want to keep breaking the problem down. You put the problem at the top, and it just keeps going.",4
Nate_Bargatze_2,Oh! Just do that at the top. I don’t even know what we’re doing,4
Nate_Bargatze_2,It’s a long way to get at the same answer.,4
Nate_Bargatze_2,"Okay, learning it earlier than we used to, huh?",5
Nate_Bargatze_2,It’s just a whole new math.,5
Nate_Bargatze_2,I don’t even know what we’re doing.,5
Nate_Bargatze_2,Oh! Just do that at the top. I don’t even know what we’re doing.,5
Nate_Bargatze_2,Do you mind coming in through the back door?,5
Nate_Bargatze_2,"Okay, learning it earlier than we used to, huh?",6
Nate_Bargatze_2,Oh! Just do that at the top. I don’t even know what we’re doing,6
Nate_Bargatze_2,"It's not like old math isn't working. Old math still... I don’t get incorrect change everywhere, just going, “This stupid old math!",6
Nate_Bargatze_2,It's a whole new math. And the goal of Common Core is to use one sheet of paper for every problem,6
Nate_Bargatze_2,We’re doing homework too. Our daughter started bringing it home.,7
Nate_Bargatze_2,"Common Core math is a new math they invented, no heads up.",7
Nate_Bargatze_2,"You just want to keep breaking the problem down. You put the problem at the top, and it just keeps going. And then what’s even funnier is you see old math in the middle of it.",7
Nate_Bargatze_2,It’s a long way to get at the same answer.,7
Nate_Bargatze_2,"Okay, learning it earlier than we used to, huh?",8
Nate_Bargatze_2,It's just a whole new math. And the goal of Common Core is to use one sheet of paper for every problem,8
Nate_Bargatze_2,Oh! Just do that at the top. I don't even know what we're doing.,8
Nate_Bargatze_2,I'm a little confused about these Common Core numbers. They're different from the old math I used to know.,8
Nate_Bargatze_2,This stupid old math!,8
Nate_Bargatze_2,"Okay, learning it earlier than we used to, huh?",9
Nate_Bargatze_2,"Just a whole new… I mean, it’s unbelievable. They bring it home, you gotta watch a 40-minute YouTube video on Common Core math.",9
Nate_Bargatze_2,Oh! Just do that at the top. I don’t even know what we’re doing.,9
Nate_Bargatze_2,It’s a long way to get at the same answer.,9
Nate_Bargatze_2,"I told my wife, it feels like if you knocked on my front door and I opened it, and you say, ‘Can I come in?",9
Nate_Bargatze_2,"It’s, uh… “Okay, learning it earlier than we used to, huh?” I don’t even know if that’s true, but...",10
Nate_Bargatze_2,"""Oh, it’s unbelievable. They bring it home, you gotta watch a 40-minute YouTube video on Common Core math.",10
Nate_Bargatze_2,The goal of Common Core is to use one sheet of paper for every problem.It’s a long way to get at the same answer,10
Nate_Bargatze_TK,"It goes clown, then magic.",1
Nate_Bargatze_TK,The Easter Bunny was in the passenger seat.,1
Nate_Bargatze_TK,"Like, he couldn't sit normal, so his head was bent to the side.",1
Nate_Bargatze_TK,Uh… I like to think about all the other people that saw that.,1
Nate_Bargatze_TK,"It goes clown, then magic.",2
Nate_Bargatze_TK,That's just how he left. How else would he come home?,2
Nate_Bargatze_TK,The Easter Bunny was in the passenger seat.,2
Nate_Bargatze_TK,"Like, he couldn't sit normal, so his head was bent to the side.",2
Nate_Bargatze_TK,Uh… I don't even know they hung out like that.,2
Nate_Bargatze_TK,"It goes clown, then magic.",3
Nate_Bargatze_TK,The Easter Bunny was in the passenger seat.,3
Nate_Bargatze_TK,I don't even know where he got the seat belt from.,3
Nate_Bargatze_TK,"I remember he had his seat belt on, and he's just like…",3
Nate_Bargatze_TK,That's pretty much the exact opposite of a normal seat belt.,3
Nate_Bargatze_TK,"It goes clown, then magic.",4
Nate_Bargatze_TK,"My first memory of my life is I was five years old, and I remember my mom walked me out to the front yard, and my dad pulled up... We had this old red Mazda. He’s dressed as a clown, that doesn’t even faze me",4
Nate_Bargatze_TK,And… the Easter Bunny was in the passenger seat.,4
Nate_Bargatze_TK,"It goes clown, then magic. There’s two steps. You can take them in either order.",5
Nate_Bargatze_TK,That’s just how he left. How else would he come home? And… The Easter Bunny was in the passenger seat.,5
Nate_Bargatze_TK,"Like, he had his seat belt on, and he’s just like… and I was like, ‘I like to think about all the other people that saw that.’",5
Nate_Bargatze_TK,"It goes clown, then magic.",6
Nate_Bargatze_TK,"My first memory of my life is I was five years old, and I remember my mom walked me out to the front yard, and my dad pulled up…",6
Nate_Bargatze_TK,The Easter Bunny was in the passenger seat.,6
Nate_Bargatze_TK,"Like, he couldn’t sit normal, so his head was bent to the side.",6
Nate_Bargatze_TK,Uh… I didn’t even know they hung out like that.,6
Nate_Bargatze_TK,"""It goes clown, then magic",7
Nate_Bargatze_TK,That’s a pretty good nudge.,7
Nate_Bargatze_TK,"Like, he couldn’t sit normal, so his head was bent to the side.",7
Nate_Bargatze_TK,Uh… I like to think about all the other people that saw that.,7
Nate_Bargatze_TK,"It goes clown, then magic.",8
Nate_Bargatze_TK,The Easter Bunny was in the passenger seat.,8
Nate_Bargatze_TK,I didn't even know they hung out like that.,8
Nate_Bargatze_TK,"It goes clown, then magic.",9
Nate_Bargatze_TK,"I remember it didn’t fit. The Easter Bunny head didn’t fit in the car. Like, he couldn’t sit normal, so his head was bent to the side.",9
Nate_Bargatze_TK,"And I remember he had his seat belt on, and he’s just like… and I was like… I like to think about all the other people that saw that.",9
Nate_Bargatze_TK,"It goes clown, then magic. There's two steps.",10
Nate_Bargatze_TK,The Easter Bunny was in the passenger seat.,10
Nate_Bargatze_TK_2,We gotta be there Monday for this wedding? It’s a week?,1
Nate_Bargatze_TK_2,Let’s do it without it.,1
Nate_Bargatze_TK_2,"Yeah, that’s my fault. I didn’t… How’s your back worse than your front?",1
Nate_Bargatze_TK_2,I’m wildly overdressed. I look like I work there.,1
Nate_Bargatze_TK_2,We gotta be there Monday for this wedding? It’s a week?,2
Nate_Bargatze_TK_2,Let’s do it without it.,2
Nate_Bargatze_TK_2,I didn’t… How’s your back worse than your front?,2
Nate_Bargatze_TK_2,We gotta be there Monday for this wedding? It’s a week?,3
Nate_Bargatze_TK_2,Let’s do it without it.,3
Nate_Bargatze_TK_2,I’m wildly overdressed. I look like I work there.,3
Nate_Bargatze_TK_2,"That’s… And he doesn’t have a body that’s like, ‘That’s cool, man.’ You know? He has a body that you’re like, ‘Put your jacket on backwards. Flip it around.’",3
Nate_Bargatze_TK_2,We gotta be there Monday for this wedding? It’s a week.,4
Nate_Bargatze_TK_2,Let’s do it without his shirt.,4
Nate_Bargatze_TK_2,"You know? He has a body that you’re like, ‘Put your jacket on backwards. Flip it around.",4
Nate_Bargatze_TK_2,"Yeah, that’s my fault. I didn’t… How’s your back worse than your front?",4
Nate_Bargatze_TK_2,We gotta be there Monday for this wedding? It’s a week.,5
Nate_Bargatze_TK_2,"I’m wearing a button-down shirt, khaki pants. Nothing crazy. I’m wildly overdressed. I look like I work there.",5
Nate_Bargatze_TK_2,Let’s do it without it.,5
Nate_Bargatze_TK_2,"He doesn’t have a body that’s like, “That’s cool, man.” You know?",5
Nate_Bargatze_TK_2,"That’s… And he doesn’t have a body that’s like, “Put your jacket on backwards. Flip it around.” Yeah.",5
Nate_Bargatze_TK_2,"Tuesday's getting married, rehearsal's Friday, wedding's Saturday.",6
Nate_Bargatze_TK_2,We gotta be there Monday for this wedding? It’s a week?,6
Nate_Bargatze_TK_2,Let's do it without it.,6
Nate_Bargatze_TK_2,"Your uncle's daughter's getting married. He has his tuxedo jacket, pants, cummerbund, bowtie. No shirt.",6
Nate_Bargatze_TK_2,I didn't… How's your back worse than your front?,6
Nate_Bargatze_TK_2,We gotta be there Monday for this wedding? It’s a week?,7
Nate_Bargatze_TK_2,Let's do it without it.,7
Nate_Bargatze_TK_2,I didn't… How’s your back worse than your front?,7
Nate_Bargatze_TK_2,We gotta be there Monday for this wedding? It’s a week?,8
Nate_Bargatze_TK_2,Let's do it without it.,8
Nate_Bargatze_TK_2,"You know? He has a body that you’re like, ‘Put your jacket on backwards. Flip it around.’ Yeah.",8
Nate_Bargatze_TK_2,It’s a week.,8
Nate_Bargatze_TK_2,We gotta be there Monday for this wedding? It’s a week?,9
Nate_Bargatze_TK_2,"They forgot his shirt, and instead of waiting to go get it, he was like, 'Let's do it without it.'",9
Nate_Bargatze_TK_2,"Yeah, that's… And he doesn't have a body that's like, 'That's cool, man.'",9
Nate_Bargatze_TK_2,We gotta be there Monday for this wedding? It’s a week?,10
Nate_Bargatze_TK_2,I’m wildly overdressed. I look like I work there.,10
Nate_Bargatze_TK_2,Let’s do it without it.,10
Nate_Bargatze_TK_2,"Yeah, that’s my fault. I didn’t… How’s your back worse than your front?",10
Russell_Peters,"That's really fucking racist, but since you asked, I have acid reflux.",1
Russell_Peters,There's no way you can be Indian and not have fucking acid reflux.,1
Russell_Peters,"I'm looking at all of you, especially all the pudgy guys. You know exactly who has it. ",1
Russell_Peters,"You got it, don't you, yellow guy?",1
Russell_Peters,"I’m a 48-year-old Indian man. I’m like, that’s really fucking racist, but since you asked, I have acid reflux.",2
Russell_Peters,There’s no way you can be Indian and not have fucking acid reflux.,2
Russell_Peters,"You know exactly who has it. You got it, don’t you, yellow guy? You do, do you?",2
Russell_Peters,"That's really fucking racist, but since you asked, I have acid reflux.",3
Russell_Peters,There's no way you can be Indian and not have fucking acid reflux.,3
Russell_Peters,"I'm looking at all of you, especially all the pudgy guys. You know exactly who has it. ",3
Russell_Peters,"That's really fucking racist, but since you asked, I have acid reflux.",4
Russell_Peters,There's no way you can be Indian and not have fucking acid reflux.,4
Russell_Peters,I don't care whose phagus you think this is. There's no way you don't have acid reflux,4
