comedian,sentence,humor
Anthony_Jeselnik_3,Mom and dad were strict. My mom and dad once made me smoke an entire pack of cigarettes. An entire pack of cigarettes in one sitting. Just to teach me an important lesson about brand loyalty.,self-enhancing
Anthony_Jeselnik_3,"I learned a lot from my parents. Especially my dad. Like, I’ll never forget… the first time I ever got a bad report card in school. First time I got a bad report card, I brought it home, I gave it to my dad and my dad beat me. Beat the hell out of me. But I learned something.",self-enhancing
Ali_Wong_3,You go to any hipster neighborhood in a major city in America and that shit is turning into a Yoko Ono factory.,self-enhancing
Ali_Wong_3,It’s… too much. I don’t know what’s wrong with these bitches.,self-enhancing
Ali_Wong_3,"You feel very… You feel very picturesque when you’re with a white dude, you know.",self-enhancing
Ali_Wong_3,You feel like you’re in a Wes Anderson movie or something.,self-enhancing
Ali_Wong_3,"And you know, white dudes, they teach you about a lot of cool stuff like voting and recycling, and disturbing documentaries.",self-enhancing
Chelsea_Peretti_3,[gasps] I was filled with adrenaline. It’s what I imagine hunting and gathering felt like.,self-enhancing
Chelsea_Peretti_3,"I was just like… went onto Twitter. I’m like, “My dick hurts.”",self-enhancing
Chelsea_Peretti_3,"I went onto Facebook. I was like, “My dick hurts.” [chuckles] ‘Cause I wanted it to be cross-platform, you know?",self-enhancing
Chelsea_Peretti_3,"People just like, “Dude, what’s up with your dick? We’re worried about you.”",self-enhancing
Donald_Glover_3,"It doesn’t really, like, do anything… it’s not that great, you know?",self-enhancing
Donald_Glover_3,"They already have it! Deaf people have been saying “niglet” for years! For years!""",self-enhancing
Donald_Glover_3,Was it… Why is this “n*gga”? Why is this… This is… I feel like it should be… Or…,self-enhancing
Hasan_Minhaj_3,Try to understand immigrant fathers. I still can’t understand some of you.,self-enhancing
Hasan_Minhaj_3,You’re going to die. Laugh. Why aren’t you laughing? You’re always stressed and always tired.,self-enhancing
Hasan_Minhaj_3,"You could wake up any immigrant father from a 12-hour nap, and they’d say… [angry yawn] “Why do I have to pay taxes?”",self-enhancing
Hasan_Minhaj_3,"He hates yogurt.” But I get that look, now. Life is tough and sometimes you don’t know what you’re doing",self-enhancing
Iliza_Shlesinger_3,"Gentlemen, you have no idea what we’re looking at.",self-enhancing
Iliza_Shlesinger_3,"We’re judging your hair, your shoes, we scan you, like Predator.",self-enhancing
Iliza_Shlesinger_3,"Scanning for physical abnormalities. Is he balding Is that a goatee Is his shirt unbuttoned too low for his ethnicity? Is he wearing embroidered jeans? If so, is he a European male or just someone from Arizona?”",self-enhancing
Iliza_Shlesinger_3,We aren’t looking to see if you’re the hottest guy ever. Nay. We are merely assessing if you',self-enhancing
John_Mulaney_3,"No, I wish!",self-enhancing
John_Mulaney_3,Jesus Christ!,self-enhancing
John_Mulaney_3,Blair Witch style.,self-enhancing
John_Mulaney_3,Do you want a Best Buy Rewards card?,self-enhancing
John_Mulaney_3,No.,self-enhancing
John_Mulaney_3,You’ll see! One day I’m going to leave you and I’m going to get that Best Buy Rewards card.,self-enhancing
John_Mulaney_3,"Jesus Christ, you’re never going to get that Best Buy Rewards card!",self-enhancing
Jim_Gaffigan_3,You’re so much taller in person. Can we do a selfie?,self-enhancing
Jim_Gaffigan_3,"Like, you never hear, we’re in restaurant, Tom Hanks walked in and then he came over and murdered my family.",self-enhancing
Jim_Gaffigan_3,Do you have anything stronger? Like a bear gun? \'Cause I don\'t think this bear\'s approaching to get his hair done.,self-enhancing
Joe_List_3,"I can do it for ya. If you guys wanted to go, maybe you can’t afford it, I can do it for you. I didn’t go to college or anything, but I know how to do therapy.",self-enhancing
Joe_List_3,"Whatever you’re dealing with, it’s because of your family. Look no further, than your own family. That’s all therapy is, you complain about your problems, then he says, “It’s your family.” And then you’re like, “Still, great.” Then you give him your money,'",self-enhancing
Jimmy_Yang_3,"What do you want, a fortune cookie?",self-enhancing
Jimmy_Yang_3,"Like, wha–? Like, what do you want? ",self-enhancing
Jimmy_Yang_3,She acted like she just unlocked a new character on Street Fighter or some shit.,self-enhancing
Jimmy_Yang_3,"bitch, you understand you just insulted my entire race of people?",self-enhancing
Jimmy_Yang_3,"You’re the real MVP. You get two fortune cookies tonight, miss.""",self-enhancing
Jimmy_Yang_3,"Everybody should have average dick until proven guilty.""",self-enhancing
Jimmy_Yang_3,"Everybody should start at average dick, 8 inches. And we go from there",self-enhancing
Louis_CK_3,She’s very expensive. Please don’t touch her,self-enhancing
Louis_CK_3,"I un-rescued it, and I bought a dog that works.",self-enhancing
Louis_CK_3,"I hate New York, I really do — I used to love New York, but I hate it now, I really — I’d rather be in Auschwitz than in New York City. Honestly, I would.",self-enhancing
Louis_CK_3,"I mean Auschwitz now. I mean, today Auschwitz. Not back when it was open. I mean, now — it’s nice now. There",self-enhancing
Nate_Bargatze_3,"Guys are drinking beers in the church. Like, that’s something I’ve never heard, a pastor be like, “Guys, can we not drink alcohol in the church?” They’re like, “Oh, I didn’t know this was the nice part of town. All right.”",self-enhancing
Nate_Bargatze_3,"The reception is next door, just at a lady’s house. Like, in her backyard. Like, she doesn’t do… It isn’t like, she’s like, “And I do receptions all the time.” We were her one",self-enhancing
Nate_Bargatze_TK_3,"Nothing should ever come out of her mouth that I’m like, “What? What was that?”",self-enhancing
Nate_Bargatze_TK_3,"I didn’t know that there was a rule in play. I thought you felt it out, you know, and just go, “That feels right,” and that’s what you do.",self-enhancing
Nate_Bargatze_TK_3,"I do the same thing with a comma. I’ve never known where a comma’s supposed to go. If I feel a comma’s coming, I try to get out of that sentence so bad.",self-enhancing
Russell_Peters_3,And candy fell out of her.,self-enhancing
Russell_Peters_3,He’s going to be able to engineer the wall. And hop it.,self-enhancing
Russell_Peters_3,He’s going to steal your laptop and fix it. ,self-enhancing
Russell_Peters_3,"Man, you did all this shit young. That’s crazy. I mean, that’s great. I did it way too late.",self-enhancing
Russell_Peters_3,"When my son starts walking, we’re going to be walking the same way.",self-enhancing
Russell_Peters_3,"My girlfriend, she started the show after one month. It was like,. I’m like, what'",self-enhancing
Sam_Morill_3,we don’t know how hilarious Hitler would have been on social media,self-enhancing
Sam_Morill_3,Adolf’s trending.,self-enhancing
Sam_Morill_3,"Just said fun facts about Hitler, which I think is a great title.",self-enhancing
Sam_Morill_3,I’ve always said there aren’t enough upbeat pieces on the Fuhrer.,self-enhancing
Sam_Morill_3,"Fun fact about Hitler, didn’t pay income tax, was very bad at managing his money, and I thought, man, it’s too bad there wasn’t a group of people that could have helped, you know?Jews",self-enhancing
Trevor_Noah_3,"It’s less of a command and more of a suggestion. It’s not “Stop!” It’s “Stop?” It’s almost like an African traveled the world, saw that other people have traffic lights and then just brought them back, but didn’t know what they were for.",self-enhancing
Trevor_Noah_3,"The guy was like, “Guys, guys, guys. We need to get traffic lights. Ah?” People were like, “What for?” “It’s for the intersection. It adds atmosphere.” No one actually knew what it was abou",self-enhancing
Tom_Segura_3,Whoa. Are you Japanese?,self-enhancing
Tom_Segura_3,"Hundred percent, yeah.",self-enhancing
Tom_Segura_3,Segura. Segura! Sounds Japanese.,self-enhancing
Tom_Segura_3,That’s ’cause you’re saying it Japanese.,self-enhancing
Tom_Segura_3,"Well, what are you?",self-enhancing
Tom_Segura_3,It’s never important to ask that question.,self-enhancing
Anthony_Jeselnik,"So poor I remember, just so I could go to my senior prom, just so I could go to my senior prom, I had to sell my U.S. passport on the street. Sold my passport on the street for 300 bucks to get to go to my prom.",self-deprecating
Anthony_Jeselnik,"Weird joke to clap for, but sure.",self-deprecating
Anthony_Jeselnik,"my bad, everybody.",self-deprecating
Anthony_Jeselnik,My mom actually should’ve been on one of the planes that crashed on 9/11. I think.,self-deprecating
Anthony_Jeselnik,And I do not tolerate racism. That',self-deprecating
Anthony_Jeselnik_2,"I asked a friend for advice. Was like, “I’ve never talked to a group of people without getting paid a lot of money. How should I handle this?”",self-deprecating
Anthony_Jeselnik_2,"And I know my grandma loved it too, because it combined her two favorite things: spending time with her grandchildren, and using the ‘N’ word",self-deprecating
Anthony_Jeselnik_2,"Now I promise you… I promise you… until you’ve heard your grandfather gasp at his own wife’s funeral… …at a Methodist Church in Vicksburg, Mississippi… you are not a real comedian.",self-deprecating
Ali_Wong,Don’t ever do that with your mom.,self-deprecating
Ali_Wong,It was like the worst experience of my life,self-deprecating
Ali_Wong,We were screaming and fighting and yelling and it all came to a climax when she refused to let go of a Texas Instruments TI-82… manual.,self-deprecating
Ali_Wong,The manual. She don’t even know… where the calculator is.,self-deprecating
Ali_Wong,It was this calculator that bamboozled my generation. We were all required to buy it when we were in eight grade. It cost like $200. And everybody thought it was like,self-deprecating
Ali_Wong_2,"My mom is 80, going through a full blown mid-life crisis. ‘Cause she knows that she’s got a century more to go.",self-deprecating
Ali_Wong_2,I’m just kidding. She doesn’t have any black friends.,self-deprecating
Ali_Wong_2,"Life is not Rush Hour, the movie, OK?",self-deprecating
Ali_Wong_2,"When I say be there for me, I mean pay for me when my husband isn’t around to support me anymore.",self-deprecating
Ali_Wong_2,"Old Chinese ladies, they don’t give a fuck. They got no shame.",self-deprecating
Chelsea_Peretti,"It’s like that wedding portraiture, where it’s just like, two assholes back to back in the woods, just like… [laughing shrilly] “To the future!”",self-deprecating
Chelsea_Peretti,"[giggles shrilly] “Uh-oh, it’s us again.” [trills]",self-deprecating
Chelsea_Peretti,"which I just found out is Steven. Missing my hub like a mug.""",self-deprecating
Chelsea_Peretti_2,People say I look just like you.,self-deprecating
Chelsea_Peretti_2,"It’s actually to stop them from sweating, because why would you, you know, as a human?",self-deprecating
Chelsea_Peretti_2,"It worked. I did stop sweating out of my armpits, but I started sweating out of my butthole",self-deprecating
Chelsea_Peretti_2,"Is that a good trade? like, kind of a deal with the devil.",self-deprecating
Chelsea_Peretti_2,"Oh, ho, ho, ho.""",self-deprecating
Chelsea_Peretti_2,She is so fucking hot. Her armpits are bone-fucking-,self-deprecating
Donald_Glover,"tears streaming down his face, but he wasn’t crying. He wasn’t crying. Just tears, he was giving me this mean mug, he was like…",self-deprecating
Donald_Glover,What the fuck is wrong with this kid? What’s going on with this kid?,self-deprecating
Donald_Glover,The sweetest thing he was allowed was mints. He would… The sweetest thing he was allowed was mints.,self-deprecating
Donald_Glover,the vapors from his own mouth made his eyes water.,self-deprecating
Donald_Glover_2,"Yeah, well, “if anybody ever tries to rape me, I’m just gonna shit on ’em.” “Yes, I will. I have no problem.”",self-deprecating
Donald_Glover_2,"Number one, he’s a rapist. So his tolerance for gross stuff is probably pretty high. It’s probably pretty high.""",self-deprecating
Donald_Glover_2,"You can shit on command? Like, you can just… You can just poop whenever you want to? Just be like… Hyah! He’s like, “Oh God, no!”",self-deprecating
Hasan_Minhaj,"Are you fucking kidding? Thirteen episodes for this kid?""",self-deprecating
Hasan_Minhaj,Do you know when br0wn kids get slapped? Every br0wn birthday party.,self-deprecating
Hasan_Minhaj,"And usually it’s the kid whose birthday it is, and we stand there and point and laugh. We go, “Ah, Biju got slapped on his birthday!",self-deprecating
Hasan_Minhaj,"It’s why we become cardiologists and win spelling bees.""",self-deprecating
Hasan_Minhaj,"You ever seen an Indian kid win a spelling bee? Incredible! Ice water in the veins.""",self-deprecating
Hasan_Minhaj_2,Getting into Stanford.,self-deprecating
Hasan_Minhaj_2,"No, you have to live a life worth talking about, which is why I’m making it mandatory for everyone in this class to go to prom.",self-deprecating
Hasan_Minhaj_2,"All 30 of us? We’re all going to prom? AP Calc? Us? Me, Jehovah’s Witness girl, Korean exchange students, going to the prom? Thirty for 30? All of us?",self-deprecating
Hasan_Minhaj_2,"Hanson, this is not funny.",self-deprecating
Hasan_Minhaj_2,"Whatever, it’s not going to happen. He can’t do'",self-deprecating
Iliza_Shlesinger,"Granted, I’m not married yet, so, technically, I’ve only had beginnings of relationships. I don’t know. I can’t say empirically how fun being married is.",self-deprecating
Iliza_Shlesinger,"You want him to come in and be, like, “It’s so homey. I’d like to stay forever.” Yes, come closer. Like, that’s what you want.",self-deprecating
Iliza_Shlesinger,"In your 30s… In your 30s, homeboy knocks on the door, you open it, you’re in combat'",self-deprecating
Iliza_Shlesinger_2,"You don’t want to wear… what you wore during the day. Don’t want work clothes. You don’t want to wear your daytime clothes, ’cause… ’cause it’s nighttime. What if that was the end of my show? I hit my head.",self-deprecating
Iliza_Shlesinger_2,"You don’t want to wear your civilian clothes, okay. ‘Cause you had a whole day. Maybe you sweat in them, they’re gross.",self-deprecating
Iliza_Shlesinger_2,"However, at the other end of the sartorial spectrum, you don’t want to go, like'",self-deprecating
Jim_Gaffigan,"That doesn’t seem fair. I am now at the size, when I go in clothing stores sales people look at me like, “We got nothing for you. And you can’t use our bathroom.",self-deprecating
Jim_Gaffigan,"When I go out to eat, if I order a salad, the waiter’s always like, “Aw. Look at you try.” I’m always afraid he’s gonna gather the whole staff, “The fat pig is trying, the fat pig is trying, I…”",self-deprecating
Jim_Gaffigan_2,I have friends that are mentally ill.,self-deprecating
Jim_Gaffigan_2,It was in my apartment building and I needed the material.,self-deprecating
Jim_Gaffigan_2,"Didn\'t suspect a thing. Dog didn\'t know it was his birthday. The dog didn\'t know it had a birthday.""",self-deprecating
Jim_Gaffigan_2,"Oh, one year equals seven for doggies? Okay. When I see a dog, I’ll do math. That’s not fulfilling some dog need, you know?",self-deprecating
Jim_Gaffigan_2,"There’s not a dog sitting in a bar right now going, “I’m not three,",self-deprecating
Joe_List,It’s one doctor. He knows all three body parts.,self-deprecating
Joe_List,"“Ear, nose, throat. “Who do ya need?”",self-deprecating
Joe_List,And they all kinda.,self-deprecating
Joe_List,"I thought it was called tinnitus, but then I watched a YouTube video, and the doctor in the video, he kept saying “tin-uh-dus.”",self-deprecating
Joe_List,This guy’s a fake ass fucking retard doctor. It’s pronounced t-ah-n-i-tus.”,self-deprecating
Joe_List,"Shit, now I don’t know how to say this'",self-deprecating
Joe_List_2,"You feel better than everybody behind you, don’t you?",self-deprecating
Joe_List_2,"What a fucking idiot back there. Embarrassing, loser.",self-deprecating
Joe_List_2,"""I wanted him to die, I swear to God.",self-deprecating
Joe_List_2,"That’s a decision, he’s deciding to do that.",self-deprecating
Joe_List_2,I like to let people know when I’m hungry. I think it’s important for people to know that.,self-deprecating
Joe_List_2,They want attention. That’s why they’re doing it.,self-deprecating
John_Mulaney,"We made these big piles of clothes, we put the piles into these big boxes, then we put the boxes into the back of my car, and then they stayed there for four months.",self-deprecating
John_Mulaney,"And then one day my wife said, “Hey, you took that stuff to Goodwill, right?” And I said, “Of course I did! On an unrelated note, I’m going to walk out the front door right now.”",self-deprecating
John_Mulaney,"It was charitable, but it was also fast and violent, because I was throwing boxes at people.",self-deprecating
John_Mulaney_2,Go ahead and laugh. His name is ridiculous. That was his name. It was JJ Bittenbinder.,self-deprecating
John_Mulaney_2,"Very sorry, Radio City, did that make you uncomfortable? Well, guess what? You’re adults and he’s not even here. So try being seven years old and you’re sitting five feet away from him.",self-deprecating
John_Mulaney_2,He’s still got blood on his shoes. And he’s looking at you in the eye to tell you for the first time in your very young life that some adults find you incredibly attractive. They may just',self-deprecating
Jimmy_Yang,"Asian people, we don’t need Tinder anymore. We just go to BTS concerts. That’s how we do that parking lot pimping.",self-deprecating
Jimmy_Yang,"""I’ve been dating a lot of tall girls lately, because it makes me look successful.",self-deprecating
Jimmy_Yang,"But some of them like to wear heels. That’s just disrespect. Like, you’re already five inches taller than me. Why the fuck are you wearing heels? She’s like, it makes my ass look better. I’m like, your ass is at my eye level right now",self-deprecating
Jimmy_Yang_2,"Like, it’s really hard for me to watch TV with my dad, because he’s trying to make me explain everything to him.",self-deprecating
Jimmy_Yang_2,"First of all, old Asian people, they don’t watch TV. They judge the TV.",self-deprecating
Jimmy_Yang_2,"He’s just sitting there, arms folded, judging the TV like–",self-deprecating
Jimmy_Yang_2,"He’s made some random noises around the house. Now whenever he sneezes, it’s never just a sneeze. It’s like a whole tsunami of sound waves that",self-deprecating
Louis_CK,"I don’t remember why, but I happened to mention that Jesus was Jewish and my friend said, “He was?”",self-deprecating
Louis_CK,"Yeah. Jesus was Jewish. And he said, “I don’t think so.”",self-deprecating
Louis_CK,"that’s okay, it already all happened. Doesn’t matter where you think.",self-deprecating
Louis_CK,"You fucking think about it, you idiot. What d– What was he then? You’re… What, was he Presbyterian? What was he? Catholic?",self-deprecating
Louis_CK,"Okay, Jesus was Catholic and he had a'",self-deprecating
Louis_CK_2,They’re in our lives and they know nothing about what’s happening.,self-deprecating
Louis_CK_2,"You ever been having, like, a dramatic moment in your family, like, you’re in the living room telling the kids that grandma died, and everybody’s crying, and the dog’s sitting there like…“I know you! Ha!” They’re so stupid! Incredibly stupid animals.",self-deprecating
Louis_CK_2,"They don’t even know their own lives, they don’t even — they can’t even handle their own lives mentally.""",self-deprecating
Nate_Bargatze,"I’ve never thought about an author a day in my life, so… That never occurred to me.",self-deprecating
Nate_Bargatze,"I love when kids cry, it’s just innocent. I love how innocent it is. They cry over a tag in their shirt. I mean, they bawl. They don’t like… It feels weird.",self-deprecating
Nate_Bargatze,"You could be like, “Is your house on fire?” I’ve never seen someone cry this much. It’s over nothing.",self-deprecating
Nate_Bargatze_2,"First and second grade was awesome. Third grade, you’re like, “Okay.” They throw some stuff in, you’re like, “Oh, all right. All right.” It’s, uh… “Okay, learning it earlier than we used to, huh?”",self-deprecating
Nate_Bargatze_2,"She brought home Common Core math. That’s fun. It’s a new math they invented, no heads up. Just give it to parents that never learned it.",self-deprecating
Nate_Bargatze_TK,"Uh… It goes clown, then magic. There’s two steps. You can take them in either order.",self-deprecating
Nate_Bargatze_TK,I thought everybody’s dad was a clown.,self-deprecating
Nate_Bargatze_TK,The Easter Bunny was in the passenger seat.,self-deprecating
Nate_Bargatze_TK,"The Easter Bunny head didn’t fit in the car. Like, he couldn’t sit normal, so his head was bent to the side.",self-deprecating
Nate_Bargatze_TK,"And I remember he had his seat belt on, and he’s just like…",self-deprecating
Nate_Bargatze_TK,"I like to think about all the other people that saw that.',",self-deprecating
Nate_Bargatze_TK_2,"Tuesday’s getting married, rehearsal’s Friday, wedding’s Saturday.",self-deprecating
Nate_Bargatze_TK_2,We gotta be there Monday for this wedding? How long is this wedding? It’s a week?,self-deprecating
Nate_Bargatze_TK_2,I’m wildly overdressed. I look like I work there.,self-deprecating
Nate_Bargatze_TK_2,Everybody else just has a football or basketball jersey on.,self-deprecating
Nate_Bargatze_TK_2,"He has his tuxedo jacket, pants, cummerbund, bowtie. No shirt.",self-deprecating
Nate_Bargatze_TK_2,"They forgot his shirt, and instead of waiting to go get it, he was like, “Let’s'",self-deprecating
Russell_Peters,What do you mean what else is wrong with me?,self-deprecating
Russell_Peters,"that’s really fucking racist, but since you asked, I have acid reflux.",self-deprecating
Russell_Peters,"First of all, you’re lying to me right now. Because there is no way you can be Indian and not have fucking acid reflux.",self-deprecating
Russell_Peters,"It’s inevitable. There’s no way you can consume the food that we eat with that much spice, and that much oil, and that much butter, and not just have it burn a hole in your– as my dad would say– your",self-deprecating
Russell_Peters_2,"If I have twin girls, these are going to be my daughters, it’s going to be Kate and Duplicate",self-deprecating
Russell_Peters_2,"These are my boys, it’s Pete and Repeat.",self-deprecating
Russell_Peters_2,"If I had twins with a black girl, this is Tyrone and Tyclone.",self-deprecating
Russell_Peters_2,"Identical twins, that’s like bragging rights for you, you know I mean.",self-deprecating
Russell_Peters_2,"Look at how good my balls are. Look, look.",self-deprecating
Russell_Peters_2,"My balls are so strong, they made one kid and then it made the exact same kid right away",self-deprecating
Sam_Morril,"That is male privilege right there, isn’t it? I just told a room full of people I got roofied. I did not see one concerned face in here. Everyone in here is like I assume things worked out for you, and they did. Still weird, though.",self-deprecating
Sam_Morril,"And I thought, why is this guy so mad at me? And then I chugged it, and I woke up the next morning, and I was like oh. That guy’s a sexual predator.",self-deprecating
Sam_Morril,I prefer to think of myself as an accidental hero.,self-deprecating
Sam_Morril_2,"It’s weird that they can do anti-smoking ads, but you can’t do pro-cigarette commercials. Isn’t that weird? They don’t give ’em a rebuttal.",self-deprecating
Sam_Morril_2,"A hot girl walks up to a guy in the bar and asks to bum a cigarette, and he goes, oh, I don’t smoke. So then she goes outside and bums them from another guy, and they go home together and they fuck and that’s the whole commercial. There at the end, it just says, “Wouldn’t kill you',",self-deprecating
Trevor_Noah,You know how I know this? You know how I’ve learned? Because I’ve learned how to use the Russian accent for myself.,self-deprecating
Trevor_Noah,I’m not particularly comfortable in the house at night by myself. What I’m trying to say is I’m afraid of the dark.,self-deprecating
Trevor_Noah,"And whenever that happens, I’m always faced with the eternal dilemma. When I go to the bathroom, do I turn the lights on and lose my sleep? Or do I leave the lights off and shit myself?",self-deprecating
Trevor_Noah_2,You can’t do normal things with that voice. You are destined for greatness.,self-deprecating
Trevor_Noah_2,"You can’t be running in the streets: “And a Kit Kat, please.” No. No.",self-deprecating
Trevor_Noah_2,"It just doesn’t work. I remember when Nelson Mandela was still alive, and he would tell jokes at press conferences and events, and no one would laugh.",self-deprecating
Trevor_Noah_2,Because everyone thought a man who had been in jail for 27 years couldn’t make a joke.,self-deprecating
Tom_Segura,"The most terrifying housing situation that exists. Where other trailer people are like, “Get the fuck out of here.” Kick ’em out.",self-deprecating
Tom_Segura,"I was like, “Oh, shit. Yeah.” “We could go do that.” I was like, “All right. Cool.” And he goes, “We just need to go get it.” I was like, “You don’t fuckin’ have it? Isn’t that your sole responsibility?”",self-deprecating
Tom_Segura,"Let’s go get it.” He goes, “I’ll go'",self-deprecating
Tom_Segura_2,"I did it… I did it at the hotel earlier. I got such a warm rush through my body. It felt like the inside of my body hugged the outside of my body, you know?",self-deprecating
Tom_Segura_2,"I think it’s a taste of power. Like most of us, we have no power in our everyday lives. But if you’re alone in an elevator, -you are lord of the elevator shaft.",self-deprecating
Tom_Segura_2,"You get to decide, like a king with his drawbridge. There’s “Hold Open,” and “Close.” And you can watch'",self-deprecating
Anthony_Jeselnik_3,Mom and dad were strict. My mom and dad once made me smoke an entire pack of cigarettes. An entire pack of cigarettes in one sitting. Just to teach me an important lesson about brand loyalty.,self-deprecating
Anthony_Jeselnik_3,"I learned a lot from my parents. Especially my dad. Like, I’ll never forget… the first time I ever got a bad report card in school. First time I got a bad report card, I brought it home, I gave it to my dad and my dad beat me. Beat the hell out of me. But I learned something.""",self-deprecating
Ali_Wong_3,You go to any hipster neighborhood in a major city in America and that shit is turning into a Yoko Ono factory.,self-deprecating
Ali_Wong_3,It’s… too much. I don’t know what’s wrong with these bitches.,self-deprecating
Ali_Wong_3,"You feel very… You feel very picturesque when you’re with a white dude, you know. ",self-deprecating
Ali_Wong_3,You feel like you’re in a Wes Anderson movie or something.,self-deprecating
Ali_Wong_3,"And you know, white dudes, they teach you about a lot of cool stuff like voting and recycling, and disturbing documentaries.",self-deprecating
Chelsea_Peretti_3,I was filled with adrenaline. It’s what I imagine hunting and gathering felt like.,self-deprecating
Chelsea_Peretti_3,My dick hurts.,self-deprecating
Chelsea_Peretti_3,"I’m like, “My dick hurts.” Then I was just like… [humming triumphant tune]",self-deprecating
Chelsea_Peretti_3,"Cause I wanted it to be cross-platform, you know? I didn’t know if they were linked.",self-deprecating
Chelsea_Peretti_3,"Dude, what’s up with your dick? We’re worried about you",self-deprecating
Donald_Glover_3,"It doesn’t really, like, do anything… it’s not that great, you know?",self-deprecating
Donald_Glover_3,They already have it! Deaf people have been saying “niglet” for years! For years!,self-deprecating
Donald_Glover_3,Was it… Why is this “n*gga”? Why is this… This is… I feel like it should be… Or…,self-deprecating
Hasan_Minhaj_3,Try to understand immigrant fathers. I still can’t understand some of you.,self-deprecating
Hasan_Minhaj_3,You’re going to die. Laugh. Why aren’t you laughing? You’re always stressed and always tired.,self-deprecating
Hasan_Minhaj_3,"You could wake up any immigrant father from a 12-hour nap, and they’d say… [angry yawn] “Why do I have to pay taxes?”",self-deprecating
Hasan_Minhaj_3,"He hates yogurt.” But I get that look, now. Life is tough and sometimes you don’t know what you’re doing.""",self-deprecating
Iliza_Shlesinger_3,"Gentlemen, you have no idea what we’re looking at.",self-deprecating
Iliza_Shlesinger_3,"We’re judging your hair, your shoes, we scan you, like Predator",self-deprecating
Iliza_Shlesinger_3,"Scanning for physical abnormalities. Is he balding Is that a goatee Is his shirt unbuttoned too low for his ethnicity? Is he wearing embroidered jeans? If so, is he a European male or just someone from Arizona?",self-deprecating
Iliza_Shlesinger_3,We aren’t looking to see if you’re the hottest guy ever. Nay. We are merely assessing if you’re 50% attractive enough',self-deprecating
John_Mulaney_3,"No, I wish!",self-deprecating
John_Mulaney_3,Jesus Christ!,self-deprecating
John_Mulaney_3,Blair Witch style.,self-deprecating
John_Mulaney_3,Do you want a Best Buy Rewards card?,self-deprecating
John_Mulaney_3,No.,self-deprecating
John_Mulaney_3,You’ll see! One day I’m going to leave you and I’m going to get that Best Buy Rewards card.,self-deprecating
John_Mulaney_3,"Jesus Christ, you’re never going to get that Best Buy Rewards card!",self-deprecating
Jim_Gaffigan_3,You’re so much taller in person. Can we do a selfie?,self-deprecating
Jim_Gaffigan_3,"Like, you never hear, we’re in restaurant, Tom Hanks walked in and then he came over and murdered my family",self-deprecating
Jim_Gaffigan_3,Do you have anything stronger? Like a bear gun? \'Cause I don’t think this bear’s approaching to get his hair done.,self-deprecating
Joe_List_3,"I didn’t go to college or anything, but I know how to do therapy.",self-deprecating
Joe_List_3,"Whatever you’re dealing with, it’s because of your family. Look no further, than your own family. That’s all therapy is, you complain about your problems, then he says, “It’s your family.” And then you’re like, “Still, great.” Then you give him your money, and then you leave.",self-deprecating
Joe_List_3,"At first I was skeptical. I was like, “I don’t know.” And then I spent'",self-deprecating
Jimmy_Yang_3,"What do you want, a fortune cookie?",self-deprecating
Jimmy_Yang_3,"Like, wha–? Like, what do you want?",self-deprecating
Jimmy_Yang_3,You don’t have a small penis.,self-deprecating
Jimmy_Yang_3,"bitch, you understand you just insulted my entire race of people?",self-deprecating
Jimmy_Yang_3,"First of all, thank you for thinking that I did have a small penis, and we still had sex. You’re the real MVP.",self-deprecating
Jimmy_Yang_3,Everybody should have average dick until proven guilty.,self-deprecating
Jimmy_Yang_3,"Everybody should start at average dick, 8 inches. And we go from there.",self-deprecating
Louis_CK_3,I bought her with money. That’s the truth.,self-deprecating
Louis_CK_3,"No, she’s very expensive. Please don’t touch her.""",self-deprecating
Louis_CK_3,"I rescued a dog last year, and it bit everyone in my life, so I un-rescued it, and I bought a dog that works.",self-deprecating
Louis_CK_3,"In New York, everybody rescues their dogs, like, “I rescued this dog. I rescued her. She has no eyes and she’s dead",self-deprecating
Nate_Bargatze_3,"Guys are drinking beers in the church. Like, that’s something I’ve never heard, a pastor be like, “Guys, can we not drink alcohol in the church?” They’re like, “Oh, I didn’t know this was the nice part of town. All right.”",self-deprecating
Nate_Bargatze_3,"The reception is next door, just at a lady’s house. Like, in her backyard. Like, she doesn’t do… It isn’t like, she’s like, “And I do receptions all the time.” We were her one'",self-deprecating
Nate_Bargatze_TK_3,"Nothing should ever come out of her mouth that I’m like, “What? What was that?”",self-deprecating
Nate_Bargatze_TK_3,"[chuckles] I didn’t know that there was a rule in play. I thought you felt it out, you know, and just go, “That feels right,” and that’s what you do.",self-deprecating
Nate_Bargatze_TK_3,"I do the same thing with a comma. I’ve never known where a comma’s supposed to go. If I feel a comma’s coming, I try to get out of that sentence so bad.",self-deprecating
Russell_Peters_3,And candy fell out of her.,self-deprecating
Russell_Peters_3,He’s going to be able to engineer the wall. And hop it.,self-deprecating
Russell_Peters_3,It’s going to be an amazing thing to see.,self-deprecating
Russell_Peters_3,"When my son starts walking, we’re going to be walking the same way",self-deprecating
Russell_Peters_3,I waited too long.,self-deprecating
Russell_Peters_3,"My girlfriend, she started the show after one month. It was like,. I’m like, what the fuck is going on",self-deprecating
Russell_Peters_3,How many? How many? How many motherfuckers are in there right',self-deprecating
Sam_Morill_3,we don’t know how hilarious Hitler would have been on social media. That’s not fair.,self-deprecating
