comedian,sentence,race
Anthony_Jeselnik_3,"I learned a lot from my parents. Especially my dad. Like, I’ll never forget… the first time I ever got a bad report card in school. First time I got a bad report card, I brought it home, I gave it to my dad and my dad beat me. Beat the hell out of me. But I learned something",Black/African American
Ali_Wong_3,You go to any hipster neighborhood in a major city in America and that shit is turning into a Yoko Ono factory.,Black/African American
Ali_Wong_3,It’s… too much.,Black/African American
Ali_Wong_3,"You feel very… You feel very picturesque when you’re with a white dude, you know.",Black/African American
Ali_Wong_3,You feel like you’re in a Wes Anderson movie or something.,Black/African American
Ali_Wong_3,"And you know, white dudes, they teach you about a lot of cool stuff like voting and recycling, and disturbing documentaries.",Black/African American
Chelsea_Peretti_3,My dick hurts,Black/African American
Chelsea_Peretti_3,My dick hurts,Black/African American
Chelsea_Peretti_3,"What’s up, Jew-fro?! You Jew-ass bitch! Jew, Jew, Jew, bitch, Jew, bitch, Jew.",Black/African American
Chelsea_Peretti_3,"Oh, I’m not gonna do science anymore. It’s too hurtful",Black/African American
Chelsea_Peretti_3,Just pack up his little beakers and hit the road. Maybe get a job at Kiehl’s.,Black/African American
Chelsea_Peretti_3,"Did he use beakers? I don’t know. like, what',",Black/African American
Donald_Glover_3,"It doesn’t really, like, do anything… it’s not that great, you know?""",Black/African American
Donald_Glover_3,"And I’m just like, oh, it doesn’t really, like, do anything… it’s not that great, you know?",Black/African American
Donald_Glover_3,"And she goes, “Oh.” There’s already a term for “niglet” in sign language! They already have it! Deaf people have been saying “niglet” for years! For years!",Black/African American
Hasan_Minhaj_3,"Ah, yogurt."" Or milk. Just like, “Ah.” And I’d look at him and be like, “Oh, man. Dad hates yogurt.” [laughter] “He hates milk.”",Black/African American
Hasan_Minhaj_3,You’re going to die. Laugh. Why aren’t you laughing? You’re always stressed and always tired.,Black/African American
Iliza_Shlesinger_3,"Gentlemen, you have no idea what we’re looking at.",Black/African American
Iliza_Shlesinger_3,"We’re judging your hair, your shoes, we scan you, like Predator.",Black/African American
Iliza_Shlesinger_3,"Scanning for physical abnormalities. Is he balding Is that a goatee Is his shirt unbuttoned too low for his ethnicity? Is he wearing embroidered jeans? If so, is he a European male or just someone from Arizona?”",Black/African American
Iliza_Shlesinger_3,We aren’t looking to see if you’re the hottest guy ever. Nay. ,Black/African American
John_Mulaney_3,"No, I wish!",Black/African American
John_Mulaney_3,Jesus Christ!,Black/African American
John_Mulaney_3,Blair Witch style.,Black/African American
John_Mulaney_3,Do you want a Best Buy Rewards card?,Black/African American
John_Mulaney_3,No.,Black/African American
John_Mulaney_3,You’ll see! One day I’m going to leave you and I’m going to get that Best Buy Rewards card.,Black/African American
John_Mulaney_3,"Jesus Christ, you’re never going to get that Best Buy Rewards card!",Black/African American
John_Mulaney_3,"Here\'s how I\'d approach it, keeping in mind the importance of cultural',",Black/African American
Jim_Gaffigan_3,You’re so much taller in person. Can we do a selfie?,Black/African American
Jim_Gaffigan_3,"Like, you never hear, we’re in restaurant, Tom Hanks walked in and then he came over and murdered my family. That never happens.",Black/African American
Jim_Gaffigan_3,Do you have anything stronger? ‘Cause I don’t think this bear’s approaching to get his hair done.,Black/African American
Joe_List_3,"Mental and dental. No? Not a big, therapy, in New York too, oi.",Black/African American
Joe_List_3,"I didn’t go to college or anything, but I know how to do therapy.",Black/African American
Joe_List_3,"Whatever you’re dealing with, it’s because of your family. Look no further, than your own family',",Black/African American
Jimmy_Yang_3,"What do you want, a fortune cookie?",Black/African American
Jimmy_Yang_3,"Like, wha–? Like, what do you want? ",Black/African American
Jimmy_Yang_3,She acted like she just unlocked a new character on Street Fighter or some shit.,Black/African American
Jimmy_Yang_3,"bitch, you understand you just insulted my entire race of people?",Black/African American
Jimmy_Yang_3,"You’re the real MVP. You get two fortune cookies tonight, miss.""",Black/African American
Jimmy_Yang_3,"Everybody should have average dick until proven guilty.""",Black/African American
Jimmy_Yang_3,"Everybody should start at average dick, 8 inches. And we go from there",Black/African American
Louis_CK_3,She’s very expensive. Please don’t touch her,Black/African American
Louis_CK_3,"In New York, everybody rescues their dogs, like, “I rescued this dog. I rescued her. She has no eyes and she’s dead.",Black/African American
Louis_CK_3,"I hate New York, I really do — I used to love New York, but I hate it now, I really — I’d rather be in Auschwitz than in New York City. Honestly, I would.",Black/African American
Louis_CK_3,"I mean Auschwitz now. I mean, today Auschwitz. Not back when',",Black/African American
Nate_Bargatze_3,"Guys are drinking beers in the church. Like, that’s something I’ve never heard, a pastor be like, “Guys, can we not drink alcohol in the church?” They’re like, “Oh, I didn’t know this was the nice part of town. All right.”",Black/African American
Nate_Bargatze_3,"The horse was the oldest horse I’ve ever seen. I thought it was a donkey. I thought they got a deal on a donkey. And the guy was like, “This horse was in the Kentucky Derby.” You’re like, “The first',",Black/African American
Nate_Bargatze_TK_3,"I learned when to use “a” or “an” in a sentence. [chuckles] I didn’t know that there was a rule in play. I thought you felt it out, you know, and just go, “That feels right,” and that’s what you do.",Black/African American
Nate_Bargatze_TK_3,"I do the same thing with a comma. I’ve never known where a comma’s supposed to go. If I feel a comma’s coming, I try to get out of that sentence so bad. I mean, I… And if I can',",Black/African American
Russell_Peters_3,And candy fell out of her.,Black/African American
Russell_Peters_3,"He’s going to be able to engineer the wall. And hop it. He’s going to steal your laptop and fix it.""",Black/African American
Russell_Peters_3,"Man, you did all this shit young. That’s crazy. I mean, that’s great. I did it way too late.",Black/African American
Russell_Peters_3,"When my son starts walking, we’re going to be walking the same way.",Black/African American
Russell_Peters_3,"My girlfriend, she started the show after one month. It was like,",Black/African American
Sam_Morill_3,we don’t know how hilarious Hitler would have been on social media. That’s not fair.,Black/African American
Sam_Morill_3,"Hitler might have had a strong Twitter presence. Trapped in bunker, sad. Adolf’s trending.",Black/African American
Sam_Morill_3,"Just said fun facts about Hitler, which I think is a great title. I’ve always said there aren’t enough upbeat pieces on the Fuhrer",Black/African American
Sam_Morill_3,"Fun fact about Hitler, didn’t pay income tax, was very bad at managing his money, and I thought, man, it’s too bad there wasn’',",Black/African American
Trevor_Noah_3,"It’s less of a command and more of a suggestion. It’s not “Stop!” It’s “Stop?” It’s almost like an African traveled the world, saw that other people have traffic lights and then just brought them back, but didn’t know what they were for.",Black/African American
Trevor_Noah_3,"The guy was like, “Guys, guys, guys. We need to get traffic lights. Ah?” People were like, “What for?” “It’s for the intersection. It adds atmosphere.” No one actually knew what it was about.""',",Black/African American
Tom_Segura_3,"Segura. Segura! Sounds Japanese.""",Black/African American
Tom_Segura_3,"That’s ’cause you’re saying it Japanese.""\n* ""I could be Smith, and if you want to go [in gruff voice] ‘Smith…’ -then it’s Japanese",Black/African American
Tom_Segura_3,"Well, what are you?",Black/African American
Anthony_Jeselnik,Sold my passport on the street for 300 bucks to get to my prom.,Hispanic/Latino
Anthony_Jeselnik,"Weird joke to clap for, but sure.",Hispanic/Latino
Anthony_Jeselnik,My mom actually should’ve been on one of the planes that crashed on 9/11. I think.,Hispanic/Latino
Anthony_Jeselnik,And I do not tolerate racism. That’s ignorance and I hate that.,Hispanic/Latino
Anthony_Jeselnik,"And when I did that, my mom would act weird. She’d pull me aside and say, “Anthony, who’s your new',",Hispanic/Latino
Anthony_Jeselnik_2,"You know what my favorite memory was? When I was like four years old, before I learned to read, Grandma would curl up with me on the couch, she had this Southern accent, and she would read to me. She would read Mark Twain to me, and I loved it. Like… Mark Twain out of my grandma’s mouth, it would just come to life.",Hispanic/Latino
Anthony_Jeselnik_2,"And I know my grandma loved it too, because it combined her two favorite things: spending time with her grandchildren, and using the ‘N’ word.",Hispanic/Latino
Ali_Wong,Don’t ever do that with your mom.,Hispanic/Latino
Ali_Wong,It was like the worst experience of my life. It was so emotional.,Hispanic/Latino
Ali_Wong,She refused to let go of a Texas Instruments TI-82… manual.,Hispanic/Latino
Ali_Wong,The manual. She don’t even know… where the calculator is.,Hispanic/Latino
Ali_Wong,"It was this calculator that bamboozled my generation. We were all required to buy it when we were in eight grade. It cost like $200. And everybody thought it could graph.',",Hispanic/Latino
Ali_Wong_2,"My mom is 80, going through a full blown mid-life crisis. ‘Cause she knows that she’s got a century more to go.",Hispanic/Latino
Ali_Wong_2,"And she is so lonely. All of her white friends, dead. Her Mexican friends, dead. Black friends, dead. I’m just kidding. She doesn’t have any black friends.",Hispanic/Latino
Ali_Wong_2,"Old Chinese ladies, they don’t give a fuck. They got no shame. They’re like, “I’m just gonna recycle… go bald… go',",Hispanic/Latino
Chelsea_Peretti,"It’s like that wedding portraiture, where it’s just like, two assholes back to back in the woods, just like… [laughing shrilly] “To the future!”",Hispanic/Latino
Chelsea_Peretti,"[giggles shrilly] “Uh-oh, it’s us again.” [trills]",Hispanic/Latino
Chelsea_Peretti,"She calls him by a word that I really feel is one of the more disgusting words in the English language. She calls him her “hubby,” which, to me is on par with the “N” word. Like let’s…',",Hispanic/Latino
Chelsea_Peretti_2,People say I look just like you.,Hispanic/Latino
Chelsea_Peretti_2,"It’s actually to stop them from sweating, because why would you, you know, as a human?",Hispanic/Latino
Chelsea_Peretti_2,"It worked. I did stop sweating out of my armpits, but I started sweating out of my butthole",Hispanic/Latino
Chelsea_Peretti_2,"Is that a good trade? like, kind of a deal with the devil.",Hispanic/Latino
Chelsea_Peretti_2,"Oh, ho, ho, ho.""",Hispanic/Latino
Chelsea_Peretti_2,She is so fucking hot. Her armpits are bone-fucking-dry… just like I always dreamed of.,Hispanic/Latino
Donald_Glover,"tears streaming down his face, but he wasn’t crying. He wasn’t crying. Just tears, he was giving me this mean mug, he was like…",Hispanic/Latino
Donald_Glover,What’s going on with this kid?,Hispanic/Latino
Donald_Glover,The sweetest thing he was allowed was mints. He was just allowed to have mints.,Hispanic/Latino
Donald_Glover,So he would steal mints by the handful. So his breath was so fresh… the vapors from his own mouth made his eyes water.,Hispanic/Latino
Donald_Glover_2,"Yeah, well, “if anybody ever tries to rape me, I’m just gonna shit on ’em.” “Yes, I will. I have no problem.”",Hispanic/Latino
Donald_Glover_2,"Number one, he’s a rapist. So his tolerance for gross stuff is probably pretty high. It’s probably pretty high.""",Hispanic/Latino
Donald_Glover_2,"You can shit on command? Like, you can just… You can just poop whenever you want to? Just be like… Hyah! He’s like, “Oh God, no!”",Hispanic/Latino
Hasan_Minhaj,"Are you fucking kidding? Thirteen episodes for this kid?""",Hispanic/Latino
Hasan_Minhaj,Do you know when br0wn kids get slapped? Every br0wn birthday party.,Hispanic/Latino
Hasan_Minhaj,"And usually it’s the kid whose birthday it is, and we stand there and point and laugh. We go, “Ah, Biju got slapped on his birthday!",Hispanic/Latino
Hasan_Minhaj,"Slapping is important. It elevates your game.""",Hispanic/Latino
Hasan_Minhaj,"You ever seen an Indian kid win a spelling bee? Incredible! Ice water in the veins. That kid',",Hispanic/Latino
Hasan_Minhaj_2,"I know, getting into Stanford.",Hispanic/Latino
Hasan_Minhaj_2,"Hanson, this is not funny.",Hispanic/Latino
Hasan_Minhaj_2,Thirty for 30? All of us?,Hispanic/Latino
Hasan_Minhaj_2,"Hanson, this is not funny.",Hispanic/Latino
Hasan_Minhaj_2,It’s March Madness for nerds.,Hispanic/Latino
Hasan_Minhaj_2,"Whatever, it’s not going to happen. He can’t do this.",Hispanic/Latino
Iliza_Shlesinger,"Granted, I’m not married yet, so, technically, I’ve only had beginnings of relationships. I don’t know. I can’t say empirically how fun being married is. I’ll tell you on the next comedy special what that’s all about.""",Hispanic/Latino
Iliza_Shlesinger,"The beginning of a relationship is exciting because it’s brand new. You’re both on',",Hispanic/Latino
Iliza_Shlesinger_2,"You don’t want to wear your daytime clothes, ’cause… ’cause it’s nighttime.",Hispanic/Latino
Iliza_Shlesinger_2,"You don’t want to go, like, super hardcore sexy the first time a guy’s coming over. Just relax.",Hispanic/Latino
Iliza_Shlesinger_2,"You don’t want to wear nipple tassels.""",Hispanic/Latino
Iliza_Shlesinger_2,"He’ll be, like, “Oh, my god!” The blood’s gonna go from here to his dick, he’s gonna impale himself, he’s gonna sue you, and you ain’',",Hispanic/Latino
Jim_Gaffigan,We got nothing for you. And you can’t use our bathroom.,Hispanic/Latino
Jim_Gaffigan,Aw. Look at you try.,Hispanic/Latino
Jim_Gaffigan,"The fat pig is trying, the fat pig is trying, I…",Hispanic/Latino
Jim_Gaffigan,Good show.” “You nailed it.” I don’t care. I like to eat!,Hispanic/Latino
Jim_Gaffigan,"Well, you must know your way around the kitchen. I know where the food is.",Hispanic/Latino
Jim_Gaffigan,"Well, you must love to cook. Look, I like to sleep. It doesn’',",Hispanic/Latino
Jim_Gaffigan_2,I have friends that are mentally ill.,Hispanic/Latino
Jim_Gaffigan_2,Didn\'t suspect a thing. Dog didn\'t know it was his birthday. The dog didn\'t know it had a birthday.,Hispanic/Latino
Jim_Gaffigan_2,"Oh, one year equals seven for doggies? Okay. When I see a dog, I’ll do math. That’s not fulfilling some dog need, you know?",Hispanic/Latino
Jim_Gaffigan_2,"There’s not a dog sitting in a bar right now going, “I’m not three, I’m 21! I can legally drink!”",Hispanic/Latino
Joe_List,"“Ear, nose, throat. “Who do ya need?”",Hispanic/Latino
Joe_List,And they all kinda.,Hispanic/Latino
Joe_List,"I thought it was called tinnitus, but then I watched a YouTube video, and the doctor in the video, he kept saying “tin-uh-dus.”",Hispanic/Latino
Joe_List,This guy’s a fake ass fucking retard doctor. It’s pronounced t-ah-n-i-tus.”,Hispanic/Latino
Joe_List,"Tomato, to-mah-to. However you say it.",Hispanic/Latino
Joe_List,My ears are ringing.,Hispanic/Latino
Joe_List_2,"You feel better than everybody behind you, don’t you?",Hispanic/Latino
Joe_List_2,"What a fucking idiot back there. Embarrassing, loser.",Hispanic/Latino
Joe_List_2,"""I wanted him to die, I swear to God.",Hispanic/Latino
Joe_List_2,"First of all, you don’t need to make a noise when you yawn. That’s a decision, he’s deciding to do that",Hispanic/Latino
Joe_List_2,"If you were hungry on a plane, you were like, I’m hungry. Well you’re all right? Yeah, yeah I’'",Hispanic/Latino
John_Mulaney,"We made these big piles of clothes, we put the piles into these big boxes, then we put the boxes into the back of my car, and then they stayed there for four months.",Hispanic/Latino
John_Mulaney,"And then one day my wife said, “Hey, you took that stuff to Goodwill, right?” And I said, “Of course I did! On an unrelated note, I’m going to walk out the front door right now.”",Hispanic/Latino
John_Mulaney,"It was charitable, but it was also fast and violent, because I was throwing boxes at",Hispanic/Latino
John_Mulaney_2,The Bruno Mars of assemblies.,Hispanic/Latino
John_Mulaney_2,His name is ridiculous. That was his name. It was JJ Bittenbinder.,Hispanic/Latino
John_Mulaney_2,"He was a child homicide expert and… -[audience is silent] -Oh, gee. [audience laughing] Very sorry, Radio City, did that make you uncomfortable?",Hispanic/Latino
Jimmy_Yang,"Asian people, we don’t need Tinder anymore. We just go to BTS concerts. That’s how we do that parking lot pimping.",Hispanic/Latino
Jimmy_Yang,"""I’ve been dating a lot of tall girls lately, because it makes me look successful.",Hispanic/Latino
Jimmy_Yang,"But some of them like to wear heels. That’s just disrespect. Like, you’re already five inches taller than me. Why the fuck are you wearing heels? She’s like, it makes my ass look better. I’m like, your ass is at my,",Hispanic/Latino
Jimmy_Yang_2,"Like, it’s really hard for me to watch TV with my dad, because he’s trying to make me explain everything to him.",Hispanic/Latino
Jimmy_Yang_2,"First of all, old Asian people, they don’t watch TV. They judge the TV.",Hispanic/Latino
Jimmy_Yang_2,"He’s just sitting there, arms folded, judging the TV like–",Hispanic/Latino
Jimmy_Yang_2,"He’s made some random noises around the house. Now whenever he sneezes, it’s never just a sneeze. It’s like a whole tsunami of sound waves that",Hispanic/Latino
Louis_CK,I don\'t think so.,Hispanic/Latino
Louis_CK,"Dude, Jesus couldn\'t be Jewish. Think about it.",Hispanic/Latino
Louis_CK,"You fucking think about it, you idiot",Hispanic/Latino
Louis_CK,"What was he then? You\'re… What, was he Presbyterian? What was he? Catholic?""",Hispanic/Latino
Louis_CK,"Oh, that’s why we have those!""\n* ""I didn’t even know. Oh, fuck, that’s me! I’m the little guy on it!""',",Hispanic/Latino
Louis_CK,Jesus was Catholic and he had a gold chain with a cross.,Hispanic/Latino
Louis_CK_2,They’re in our lives and they know nothing about what’s happening.,Hispanic/Latino
Louis_CK_2,"You ever been having, like, a dramatic moment in your family, like, you’re in the living room telling the kids that grandma died, and everybody’s crying, and the dog’s sitting there like…“I know you! Ha!” They’re so stupid! Incredibly stupid animals.",Hispanic/Latino
Louis_CK_2,"They don’t even know their own lives, they don’t even — they can’t even handle their own lives mentally.",Hispanic/Latino
Nate_Bargatze,"Did you name her after Harper Lee, the author of To Kill a Mockingbird?"" And, you know, I’ve never thought about an author a day in my life, so… That never occurred to me.",Hispanic/Latino
Nate_Bargatze,"I love when kids cry, it’s just innocent. I love how innocent it is. They cry over a tag in their shirt. I mean, they bawl. They don’t like… It feels weird.",Hispanic/Latino
Nate_Bargatze,"She’s on her iPad a lot. You know, that’s the hard',",Hispanic/Latino
Nate_Bargatze_2,"They throw some stuff in, you’re like, “Okay.” They throw some stuff in, you’re like, “Oh, all right. All right.” It’s, uh… “Okay, learning it earlier than we used to, huh?” I don’t even know if that’s true, but…”",Hispanic/Latino
Nate_Bargatze_2,"She brought home Common Core math. That’s fun. It’s a new math they invented, no heads up. Just give it to parents that never learned it.",Hispanic/Latino
Nate_Bargatze_TK,"Uh… It goes clown, then magic. There’s two steps. You can take them in either order",Hispanic/Latino
Nate_Bargatze_TK,I thought everybody’s dad was a clown.,Hispanic/Latino
Nate_Bargatze_TK,"He’s dressed as a clown, that doesn’t even faze me. That’s just how he left. How else would he come home?",Hispanic/Latino
Nate_Bargatze_TK,The Easter Bunny was in the passenger seat,Hispanic/Latino
Nate_Bargatze_TK,"And I remember he had his seat belt on, and he’s just like…",Hispanic/Latino
Nate_Bargatze_TK,"The Easter Bunny head didn’t fit in the car. Like, he couldn’t sit normal, so',",Hispanic/Latino
Nate_Bargatze_TK_2,"Tuesday’s getting married, rehearsal’s Friday, wedding’s Saturday.",Hispanic/Latino
Nate_Bargatze_TK_2,We gotta be there Monday for this wedding? How long is this wedding? It’s a week?,Hispanic/Latino
Nate_Bargatze_TK_2,I’m wildly overdressed. I look like I work there.,Hispanic/Latino
Nate_Bargatze_TK_2,Everybody else just has a football or basketball jersey on.,Hispanic/Latino
Nate_Bargatze_TK_2,"He has his tuxedo jacket, pants, cummerbund, bowtie. No shirt.",Hispanic/Latino
Russell_Peters,What do you mean what else is wrong with me?,Hispanic/Latino
Russell_Peters,"that’s really fucking racist, but since you asked, I have acid reflux.",Hispanic/Latino
Russell_Peters,"First of all, you’re lying to me right now. Because there is no way you can be Indian and not have fucking acid reflux.",Hispanic/Latino
Russell_Peters,"It’s inevitable. There’s no way you can consume the food that we eat with that much spice, and that much oil, and that much butter, and not just have it burn a hole in your– as my dad would say– your",Hispanic/Latino
Russell_Peters_2,"If I have twin girls– because you’ve got to have fun with the names. If I have twin girls, these are going to be my daughters, it’s going to be Kate and Duplicate. These are my boys, it’s Pete and Repeat.",Hispanic/Latino
Russell_Peters_2,"If I had twins with a black girl, this is Tyrone and Tyclone.",Hispanic/Latino
Russell_Peters_2,"Identical twins, that’s like bragging rights for you, you know I mean. That’s your way of going, look. Look at how good my balls are. Look, look.""',",Hispanic/Latino
Sam_Morril,"That is male privilege right there, isn’t it? I just told a room full of people I got roofied. I did not see one concerned face in here. Everyone in here is like I assume things worked out for you, and they did. Still weird, though.",Hispanic/Latino
Sam_Morril,"And I was like, I’ll drink it. And he gave me this hateful look, and I thought, why is this guy so mad at me? And then I chugged it, and I woke up the next morning, and I was like oh.',",Hispanic/Latino
Sam_Morril_2,"It’s weird that they can do anti-smoking ads, but you can’t do pro-cigarette commercials. Isn’t that weird? They don’t give ’em a rebuttal.",Hispanic/Latino
Sam_Morril_2,"A hot girl walks up to a guy in the bar and asks to bum a cigarette, and he goes, oh, I don’t smoke. So then she goes outside and bums them from another guy, and they go home together and they fuck and that’s the whole commercial. There at the end, it just says, “Wouldn’t kill you',",Hispanic/Latino
Trevor_Noah,You don’t mess with the Russians. Most frightening people in the world. You know how I know this? You know how I’ve learned? Because I’ve learned how to use the Russian accent for myself.,Hispanic/Latino
Trevor_Noah,"I’ll share this with you, I don’t mind. I, uh– I’m not particularly comfortable in the house at night by myself. What I’m trying to say is I’m afraid of the dark.",Hispanic/Latino
Trevor_Noah_2,You can’t do normal things with that voice. You are destined for greatness.,Hispanic/Latino
Trevor_Noah_2,"You can’t be running in the streets: “And a Kit Kat, please.” No. No.",Hispanic/Latino
Trevor_Noah_2,"It just doesn’t work. I remember when Nelson Mandela was still alive, and he would tell jokes at press conferences and events, and no one would laugh.",Hispanic/Latino
Trevor_Noah_2,Because everyone thought a man who had been in jail for 27 years couldn’t make a joke,Hispanic/Latino
Tom_Segura,"Get the fuck out of here.""",Hispanic/Latino
Tom_Segura,You trying to get a sack?,Hispanic/Latino
Tom_Segura,We could go do that.,Hispanic/Latino
Tom_Segura,You don\'t fuckin\' have it? Isn\'t that your sole responsibility?,Hispanic/Latino
Tom_Segura,Let\'s go get it.,Hispanic/Latino
Tom_Segura,I\'ll go get it. You stay here and watch my place,Hispanic/Latino
Tom_Segura,"There\'s a .357 and a shotgun on my bed. Anybody comes in here, blast \'em.",Hispanic/Latino
Tom_Segura_2,"I got such a warm rush through my body. It felt like the inside of my body hugged the close of my body, you know?",Hispanic/Latino
Tom_Segura_2,"I think it’s a taste of power. Like most of us, we have no power in our everyday lives. But if you’re alone in an elevator, -you are lord of the elevator shaft.",Hispanic/Latino
Tom_Segura_2,"You get to decide, like a king with his drawbridge. There’s “Hold Open,” and “Close.” And you can watch people walk up and be like,',",Hispanic/Latino
Anthony_Jeselnik_3,Mom and dad were strict. My mom and dad once made me smoke an entire pack of cigarettes. An entire pack of cigarettes in one sitting. Just to teach me an important lesson about brand loyalty.,Hispanic/Latino
Anthony_Jeselnik_3,"I learned a lot from my parents. Especially my dad. Like, I’ll never forget… the first time I ever got a bad report card in school. First time I got a bad report card, I brought it home, I gave it to my dad and my dad beat me. Beat the hell out of me. But I learned something.""',",Hispanic/Latino
Ali_Wong_3,You go to any hipster neighborhood in a major city in America and that shit is turning into a Yoko Ono factory.,Hispanic/Latino
Ali_Wong_3,It’s… too much.,Hispanic/Latino
Ali_Wong_3,"You feel very… You feel very picturesque when you’re with a white dude, you know.",Hispanic/Latino
Ali_Wong_3,You feel like you’re in a Wes Anderson movie or something.,Hispanic/Latino
Ali_Wong_3,"And you know, white dudes, they teach you about a lot of cool stuff like voting and recycling, and disturbing documentaries.",Hispanic/Latino
Chelsea_Peretti_3,My dick hurts,Hispanic/Latino
Chelsea_Peretti_3,My dick hurts.,Hispanic/Latino
Chelsea_Peretti_3,But this could sustain my spirit for two weeks!,Hispanic/Latino
Chelsea_Peretti_3,"I went onto his phone. I was just like… went onto Twitter. I’m like, “My dick hurts.” Then I was just like… [humming triumphant tune] I went onto Facebook. I was like, “My dick hurts.” [chuckles] ‘Cause I wanted it to be cross-platform, you know? I didn’t know if they were linked.",Hispanic/Latino
Donald_Glover_3,"Oh man, I wish I could say that stuff. “It sounds so cool when you say it in rap songs. Like, I want to say that, it sounds cool.”",Hispanic/Latino
Donald_Glover_3,"And I’m just like, oh, it doesn’t really, like, do anything… it’s not that great, you know?",Hispanic/Latino
Donald_Glover_3,They already have it! Deaf people have been saying “niglet” for years! For years!,Hispanic/Latino
Donald_Glover_3,"Was it… Why is this “n*gga”? Why is this…',",Hispanic/Latino
Hasan_Minhaj_3,"Ah, yogurt."" Or milk. Just like, “Ah.”",Hispanic/Latino
Hasan_Minhaj_3,“He hates yogurt.” [laughter] “He hates milk.”,Hispanic/Latino
Hasan_Minhaj_3,“I’m going to live forever!”,Hispanic/Latino
Hasan_Minhaj_3,“Don’t do that.”,Hispanic/Latino
Hasan_Minhaj_3,And then my dad would do what most br0wn parents do. He would check to see if the coast is clear… and he’d slap the shit out of me.”*,Hispanic/Latino
Hasan_Minhaj_3,"Immigrants slap your face and bruise your soul. It’s Guantan',",Hispanic/Latino
Iliza_Shlesinger_3,"Gentlemen, you have no idea what we’re looking at.",Hispanic/Latino
Iliza_Shlesinger_3,"We’re judging your hair, your shoes, we scan you, like Predator",Hispanic/Latino
Iliza_Shlesinger_3,"Scanning for physical abnormalities. Is he balding Is that a goatee Is his shirt unbuttoned too low for his ethnicity? Is he wearing embroidered jeans? If so, is he a European male or just someone from Arizona?",Hispanic/Latino
Iliza_Shlesinger_3,We aren’t looking to see if you’re the hottest guy ever. Nay. ,Hispanic/Latino
John_Mulaney_3,"No, I wish!",Hispanic/Latino
John_Mulaney_3,Jesus Christ!,Hispanic/Latino
John_Mulaney_3,Blair Witch style.,Hispanic/Latino
John_Mulaney_3,Do you want a Best Buy Rewards card?,Hispanic/Latino
John_Mulaney_3,No.,Hispanic/Latino
John_Mulaney_3,You’ll see! One day I’m going to leave you and I’m going to get that Best Buy Rewards card.,Hispanic/Latino
John_Mulaney_3,"Jesus Christ, you’re never going to get that Best Buy Rewards card!",Hispanic/Latino
Jim_Gaffigan_3,You’re so much taller in person. Can we do a selfie?,Hispanic/Latino
Jim_Gaffigan_3,"Like, you never hear, we’re in restaurant, Tom Hanks walked in and then he came over and murdered my family. That never happens.",Hispanic/Latino
Jim_Gaffigan_3,Do you have anything stronger? Like a bear gun? \'Cause I don\'t think this bear\'s approaching to get his hair done.,Hispanic/Latino
Joe_List_3,"I didn’t go to college or anything, but I know how to do therapy.",Hispanic/Latino
Joe_List_3,"Whatever you’re dealing with, it’s because of your family. Look no further, than your own family.",Hispanic/Latino
Joe_List_3,"And then you’re like, “Still, great.” Then you give him your money, and then you leave.""",Hispanic/Latino
Jimmy_Yang_3,"What do you want, a fortune cookie?",Hispanic/Latino
Jimmy_Yang_3,"Like, wha–? Like, what do you want?",Hispanic/Latino
Jimmy_Yang_3,She acted like she just unlocked a new character on Street Fighter or some shit.,Hispanic/Latino
Jimmy_Yang_3,"bitch, you understand you just insulted my entire race of people?",Hispanic/Latino
Jimmy_Yang_3,"You’re the real MVP. You get two fortune cookies tonight, miss.",Hispanic/Latino
Jimmy_Yang_3,Everybody should have average dick until proven guilty.,Hispanic/Latino
Jimmy_Yang_3,"Everybody should start at average dick, 8 inches. And we go from there.",Hispanic/Latino
Louis_CK_3,"No, she’s very expensive. Please don’t touch her.",Hispanic/Latino
Louis_CK_3,"No, she’s very expensive. Please don’t touch her.""",Hispanic/Latino
Louis_CK_3,"In New York, everybody rescues their dogs, like, “I rescued this dog. I rescued her. She has no eyes and she’s dead.""",Hispanic/Latino
Louis_CK_3,"I hate New York, I really do — I used to love New York, but I hate it now, I really — I’d rather be in Auschwitz than in New York City. Honestly, I would",Hispanic/Latino
Louis_CK_3,"I mean Auschwitz now. I mean, today Auschwitz. Not',",Hispanic/Latino
Nate_Bargatze_3,"Guys are drinking beers in the church. Like, that’s something I’ve never heard, a pastor be like, “Guys, can we not drink alcohol in the church?” They’re like, “Oh, I didn’t know this was the nice part of town. All right.”",Hispanic/Latino
Nate_Bargatze_3,"The reception is next door, just at a lady’s house. Like, in her backyard. Like, she doesn’t do… It isn’t like, she’s like, “And I do receptions all the time.” We were her one',",Hispanic/Latino
Nate_Bargatze_TK_3,"I didn’t know that there was a rule in play. I thought you felt it out, you know, and just go, “That feels right,” and that’s what you do.",Hispanic/Latino
Nate_Bargatze_TK_3,"I do the same thing with a comma. I’ve never known where a comma’s supposed to go. If I feel a comma’s coming, I try to get out of that sentence so bad. I mean, I… And if I can’t, I just put a comma and see if someone says something, you know? They',",Hispanic/Latino
Russell_Peters_3,And candy fell out of her.,Hispanic/Latino
Russell_Peters_3,He’s going to be able to engineer the wall. And hop it.,Hispanic/Latino
Russell_Peters_3,He’s going to steal your laptop and fix it.,Hispanic/Latino
Russell_Peters_3,"When my son starts walking, we’re going to be walking the same way",Hispanic/Latino
