comedian,sentence,race
Donald_Glover_3,"And she comes up to me and she goes, “I’m sorry, but are there any terms or phrases in your act “that don’t exist in sign language that I have to make up on the spot?",young adult
Hasan_Minhaj_3,"In a weird way that brings us together, and we have to do everything together.",young adult
Hasan_Minhaj_3,You’re going to die. Laugh. Why aren’t you laughing? You’re always stressed and always tired.,young adult
Hasan_Minhaj_3,"You could wake up any immigrant father from a 12-hour nap, and they’d say… [angry yawn] “Why do I have to pay taxes?”",young adult
Hasan_Minhaj_3,"Ah.” And I’d look at him and be like, “Oh, man. Dad hates yogurt.” ",young adult
Iliza_Shlesinger_3,"Gentlemen, you have no idea what we’re looking at.",young adult
Iliza_Shlesinger_3,"We’re judging your hair, your shoes, we scan you, like Predator.",young adult
Iliza_Shlesinger_3,"Scanning for physical abnormalities. Is he balding Is that a goatee Is his shirt unbuttoned too low for his ethnicity? Is he wearing embroidered jeans? If so, is he a European male or just someone from Arizona?”",young adult
Iliza_Shlesinger_3,"We aren’t looking to see if you’re the hottest guy ever. Nay. We are merely assessing if you’',",young adult
John_Mulaney_3,"No, I wish!",young adult
John_Mulaney_3,Jesus Christ!,young adult
John_Mulaney_3,Blair Witch style.,young adult
John_Mulaney_3,Even though I had just said it was my greatest wish in life.,young adult
John_Mulaney_3,You’ll see! One day I’m going to leave you and I’m going to get that Best Buy Rewards card,young adult
John_Mulaney_3,"Jesus Christ, you’re never going to get that Best Buy Rewards card!”",young adult
Jim_Gaffigan_3,You’re so much taller in person. Can we do a selfie?,young adult
Jim_Gaffigan_3,"Like, you never hear, we’re in restaurant, Tom Hanks walked in and then he came over and murdered my family.",young adult
Jim_Gaffigan_3,That guy looks like Phillip Seymour Hoffman.,young adult
Jim_Gaffigan_3,Do you have anything stronger? ‘Cause I don’t think this bear’s approaching to get his hair done.,young adult
Joe_List_3,"I didn’t go to college or anything, but I know how to do therapy.",young adult
Joe_List_3,"Whatever you’re dealing with, it’s because of your family. Look no further, than your own family",young adult
Joe_List_3,"And then you’re like, “Still, great.” Then you give him your money, and then you leave.",young adult
Joe_List_3,"At first I was skeptical. I was like, “I don’t know.” And then I spent 11 seconds with my family, and I was like, “',",young adult
Jimmy_Yang_3,"What do you want, a fortune cookie?",young adult
Jimmy_Yang_3,"Like, wha–? Like, what do you want? ",young adult
Jimmy_Yang_3,She acted like she just unlocked a new character on Street Fighter or some shit.,young adult
Jimmy_Yang_3,"bitch, you understand you just insulted my entire race of people?",young adult
Jimmy_Yang_3,"First of all, thank you for thinking that I did have a small penis, and we still had sex. You’re the real MVP.",young adult
Jimmy_Yang_3,"Everybody should have average dick until proven guilty.""",young adult
Louis_CK_3,She’s very expensive. Please don’t touch her,young adult
Louis_CK_3,"In New York, everybody rescues their dogs, like, “I rescued this dog. I rescued her. She has no eyes and she’s dead.",young adult
Louis_CK_3,"I hate New York, I really do — I used to love New York, but I hate it now, I really — I’d rather be in Auschwitz than in New York City. Honestly, I would.",young adult
Louis_CK_3,"I mean Auschwitz now. I mean, today Auschwitz. Not back when',",young adult
Nate_Bargatze_3,"Guys are drinking beers in the church. Like, that’s something I’ve never heard, a pastor be like, “Guys, can we not drink alcohol in the church?” They’re like, “Oh, I didn’t know this was the nice part of town. All right.”",young adult
Nate_Bargatze_3,"The horse was the oldest horse I’ve ever seen. I thought it was a donkey. I thought they got a deal on a donkey. And the guy was like, “This horse was in the Kentucky Derby.” You’re like, “The first',",young adult
Nate_Bargatze_TK_3,"Nothing should ever come out of her mouth that I’m like, “What? What was that?”",young adult
Nate_Bargatze_TK_3,"""I learned when to use “a” or “an” in a sentence. [chuckles] I didn’t know that there was a rule in play. I thought you felt it out, you know, and just go, “That feels right,” and that’s what you do",young adult
Nate_Bargatze_TK_3,"I do the same thing with a comma. I’ve never known where a comma’s supposed to go. If I feel',",young adult
Russell_Peters_3,And candy fell out of her.,young adult
Russell_Peters_3,He’s going to be able to engineer the wall. And hop it. ,young adult
Russell_Peters_3,"He’s going to steal your laptop and fix it.""",young adult
Russell_Peters_3,"Man, you did all this shit young. That’s crazy. I mean, that’s great. I did it way too late",young adult
Russell_Peters_3,"When my son starts walking, we’re going to be walking the same way",young adult
Russell_Peters_3,"My girlfriend, she started the show after one month',",young adult
Sam_Morill_3,we don’t know how hilarious Hitler would have been on social media.,young adult
Sam_Morill_3,Adolf’s trending.,young adult
Sam_Morill_3,"Just said fun facts about Hitler, which I think is a great title.",young adult
Sam_Morill_3,I’ve always said there aren’t enough upbeat pieces on the Fuhrer,young adult
Sam_Morill_3,"Fun fact about Hitler, didn’t pay income tax, was very bad at managing his money, and I thought, man, it’s too bad there wasn’t a group of people that could have helped, you know?",young adult
Sam_Morill_3,Jews.,young adult
Trevor_Noah_3,"It’s less of a command and more of a suggestion. It’s not “Stop!” It’s “Stop?” It’s almost like an African traveled the world, saw that other people have traffic lights and then just brought them back, but didn’t know what they were for.",young adult
Trevor_Noah_3,"The guy was like, “Guys, guys, guys. We need to get traffic lights. Ah?” People were like, “What for?” “It’s for the intersection. It adds atmosphere.” No one actually knew what it was about.""',",young adult
Tom_Segura_3,Whoa. Are you Japanese?,young adult
Tom_Segura_3,Segura. Segura! Sounds Japanese.,young adult
Tom_Segura_3,That’s ’cause you’re saying it Japanese.,young adult
Tom_Segura_3,"Well, what are you?",young adult
Anthony_Jeselnik,Sold my passport on the street for 300 bucks to get to my prom.,adult
Anthony_Jeselnik,"Weird joke to clap for, but sure.",adult
Anthony_Jeselnik,My mom actually should’ve been on one of the planes that crashed on 9/11. I think.,adult
Anthony_Jeselnik,And I do not tolerate racism. That’s ignorance and I hate that.,adult
Anthony_Jeselnik,"And when I did that, my mom would act weird. She’d pull me aside and say, “Anthony, who’s your new friend? Is he',",adult
Anthony_Jeselnik_2,I’ve never talked to a group of people without getting paid a lot of money. How should I handle this?,adult
Anthony_Jeselnik_2,"Anthony, just go up there and tell a story. Find one moment about you and your grandma you can share with everybody. And don’t tell a joke. Try not.”",adult
Anthony_Jeselnik_2,"You know what my favorite memory was? When I was like four years old, before I learned to read, Grandma would curl up with me on the couch, she had this Southern accent, and she would read to me. She',",adult
Ali_Wong,Don’t ever do that with your mom.,adult
Ali_Wong,It was like the worst experience of my life. It was so emotional.,adult
Ali_Wong,She refused to let go of a Texas Instruments TI-82… manual.,adult
Ali_Wong,The manual. She don’t even know… where the calculator is.,adult
Ali_Wong,It was this calculator that bamboozled my generation. We were all required to buy it when we were in eight grade. It cost like $200. ,adult
Ali_Wong_2,"My mom is 80, going through a full blown mid-life crisis. ‘Cause she knows that she’s got a century more to go.",adult
Ali_Wong_2,"And she is so lonely. All of her white friends, dead. Her Mexican friends, dead. Black friends, dead. I’m just kidding. She doesn’t have any black friends.",adult
Ali_Wong_2,"Life is not Rush Hour, the movie, OK?",adult
Ali_Wong_2,"Old Chinese ladies, they don’t give a fuck. They got no shame.",adult
Chelsea_Peretti,"It’s like that wedding portraiture, where it’s just like, two assholes back to back in the woods, just like… [laughing shrilly] “To the future!",adult
Chelsea_Peretti,"Every photo, they were just like… [giggles shrilly] “Uh-oh, it’s us again.” [trills]",adult
Chelsea_Peretti,"She calls him by a word that I really feel is one of the more disgusting words in the English language. She calls him her “hubby,” which, to me is on par with the “N',",adult
Chelsea_Peretti_2,People say I look just like you.,adult
Chelsea_Peretti_2,"It’s actually to stop them from sweating, because why would you, you know, as a human?",adult
Chelsea_Peretti_2,"It worked. I did stop sweating out of my armpits, but I started sweating out of my butthole",adult
Chelsea_Peretti_2,"Is that a good trade? like, kind of a deal with the devil.",adult
Chelsea_Peretti_2,She is so fucking hot. Her armpits are bone-fucking-dry… just like I always dreamed of.,adult
Donald_Glover,"tears streaming down his face, but he wasn’t crying. He wasn’t crying. Just tears, he was giving me this mean mug, he was like…",adult
Donald_Glover,What’s going on with this kid?,adult
Donald_Glover,The sweetest thing he was allowed was mints. He was just allowed to have mints.,adult
Donald_Glover,the vapors from his own mouth made his eyes water.,adult
Donald_Glover,"Like, he’d be like, “Hello!” And then like… Just, they would just bleed… It',",adult
Donald_Glover_2,"Yeah, well, “if anybody ever tries to rape me, I’m just gonna shit on ’em.” “Yes, I will. I have no problem.”",adult
Donald_Glover_2,"Number one, he’s a rapist. So his tolerance for gross stuff is probably pretty high. It’s probably pretty high",adult
Donald_Glover_2,"You can shit on command? Like, you can just… You can just poop whenever you want to? Just be like… Hyah! He’s like, “Oh God, no!",adult
Hasan_Minhaj,"Are you fucking kidding? Thirteen episodes for this kid?""",adult
Hasan_Minhaj,Do you know when br0wn kids get slapped? Every br0wn birthday party.,adult
Hasan_Minhaj,"And usually it’s the kid whose birthday it is, and we stand there and point and laugh. We go, “Ah, Biju got slapped on his birthday!",adult
Hasan_Minhaj,"Slapping is important. It elevates your game.""",adult
Hasan_Minhaj,"You ever seen an Indian kid win a spelling bee? Incredible! Ice water in the veins. [laughter',",adult
Hasan_Minhaj_2,Getting into Stanford.,adult
Hasan_Minhaj_2,"No, you have to live a life worth talking about, which is why I’m making it mandatory for everyone in this class to go to prom.",adult
Hasan_Minhaj_2,"All 30 of us? We’re all going to prom? AP Calc? Us? Me, Jehovah’s Witness girl, Korean exchange students, going to the prom? Thirty for 30? All of us?",adult
Hasan_Minhaj_2,"Hanson, this is not funny.",adult
Iliza_Shlesinger,"The beginning of a relationship is exciting because it’s brand new. You’re both on your best behavior, it’s still electric, you’re not totally sure about the history of mental illness in each family. It’s fun.",adult
Iliza_Shlesinger,"You want him to come in and be, like, “It’s so homey. I’d like to stay forever.” Yes, come closer. Like, that’s what you want.""",adult
Iliza_Shlesinger_2,"You don’t want to wear… what you wore during the day. Don’t want work clothes. You don’t want to wear your daytime clothes, ’cause… ’cause it’s nighttime. What if that was the end of my show? I hit my head.",adult
Iliza_Shlesinger_2,"You don’t want to wear your civilian clothes, okay. ‘Cause you had a whole day. Maybe you sweat in them, they’re gross.",adult
Jim_Gaffigan,We got nothing for you. And you can’t use our bathroom.,adult
Jim_Gaffigan,Aw. Look at you try.,adult
Jim_Gaffigan,"The fat pig is trying, the fat pig is trying, I…",adult
Jim_Gaffigan,Good show.” “You nailed it.” I don’t care. I like to eat!,adult
Jim_Gaffigan,"Well, you must know your way around the kitchen. I know where the food is.",adult
Jim_Gaffigan,"Look, I like to sleep. It doesn’t mean I wanna build a bed.”',",adult
Jim_Gaffigan_2,I have friends that are mentally ill.,adult
Jim_Gaffigan_2,Didn\'t suspect a thing. Dog didn\'t know it was his birthday. The dog didn\'t know it had a birthday.,adult
Jim_Gaffigan_2,"Oh, one year equals seven for doggies? Okay. When I see a dog, I’ll do math. That’s not fulfilling some dog need, you know?",adult
Jim_Gaffigan_2,"There’s not a dog sitting in a bar right now going, “I’m not three, I’m 21! I can legally drink!”",adult
Joe_List,It’s one doctor. He knows all three body parts.,adult
Joe_List,"Ear, nose, throat. “Who do ya need?",adult
Joe_List,"And so I was like, “Oh, I guess it’s pronounced tin-uh-dus.”",adult
Joe_List,“This guy’s a fake ass fucking retard doctor. It’s pronounced t-ah-n-i-tus.”,adult
Joe_List,"Tomato, to-mah-to. However you say it.",adult
Joe_List_2,"You feel better than everybody behind you, don’t you?",adult
Joe_List_2,"Embarrassing, loser.",adult
Joe_List_2,"The whole flight he’s like. [yawns] For like five hours. [yawns] I wanted him to die, I swear to God.",adult
Joe_List_2,"First of all, you don’t need to make a noise when you yawn. That’s a decision, he’s deciding to do that.",adult
Joe_List_2,"It’s like, if you were hungry on a plane, you were',",adult
John_Mulaney,"We made these big piles of clothes, we put the piles into these big boxes, then we put the boxes into the back of my car, and then they stayed there for four months",adult
John_Mulaney,"And then one day my wife said, “Hey, you took that stuff to Goodwill, right?” And I said, “Of course I did! On an unrelated note, I’m going to walk out the front door right now.”",adult
John_Mulaney,"It was charitable, but it was also fast and violent, because I was throwing boxes at people.""',",adult
John_Mulaney_2,The Bruno Mars of assemblies.,adult
John_Mulaney_2,You are gathered together as a school and you are told never to talk to an adult that you don’t know and you are told this by an adult that you don’t know,adult
John_Mulaney_2,Go ahead and laugh. His name is ridiculous. That was his name. It was JJ Bittenbinder.,adult
John_Mulaney_2,"He was a child homicide expert and… -[audience is silent] -Oh, gee. [audience laughing] Very sorry, Radio City, did that make you uncomfortable',",adult
Jimmy_Yang,"Asian people, we don’t need Tinder anymore. We just go to BTS concerts. That’s how we do that parking lot pimping.",adult
Jimmy_Yang,"""I’ve been dating a lot of tall girls lately, because it makes me look successful.",adult
Jimmy_Yang,"But some of them like to wear heels. That’s just disrespect. Like, you’re already five inches taller than me. Why the fuck are you wearing heels? She’s like, it makes my ass look better. I’m like, your ass is at my',",adult
Jimmy_Yang_2,"Like, it’s really hard for me to watch TV with my dad, because he’s trying to make me explain everything to him.",adult
Jimmy_Yang_2,"First of all, old Asian people, they don’t watch TV. They judge the TV.",adult
Jimmy_Yang_2,"He’s just sitting there, arms folded, judging the TV like–",adult
Jimmy_Yang_2,"He’s made some random noises around the house. Now whenever he sneezes, it’s never just a sneeze. It’s like a whole tsunami of sound waves that",adult
Louis_CK,He was?,adult
Louis_CK,Yeah. Jesus was Jewish.,adult
Louis_CK,I don’t think so.,adult
Louis_CK,"Dude, Jesus couldn’t be Jewish. Think about it.",adult
Louis_CK,"ou fucking think about it, you idiot. What d– What was he then? You’re… What, was he Presbyterian? What was he? Catholic?",adult
Louis_CK,"Okay, Jesus was Catholic and he had a gold chain with a cross. And when they nailed him up, he was like, “Oh, that’s why we have those!” “That finally',",adult
Louis_CK_2,They’re in our lives and they know nothing about what’s happening.,adult
Louis_CK_2,"You ever been having, like, a dramatic moment in your family, like, you’re in the living room telling the kids that grandma died, and everybody’s crying, and the dog’s sitting there like…“I know you! Ha!” ",adult
Louis_CK_2,They’re so stupid! Incredibly stupid animals.,adult
Louis_CK_2,"They don’t even know their own lives, they don’t even — they can’t even handle',",adult
Nate_Bargatze,"Did you name her after Harper Lee, the author of To Kill a Mockingbird?” And, you know, I’ve never thought about an author a day in my life, so… That never occurred to me.",adult
Nate_Bargatze,"I love when kids cry, it’s just innocent. I love how innocent it is. They cry over a tag in their shirt. I mean, they bawl. They don’t like… It feels weird.",adult
Nate_Bargatze,"She’s on her iPad a lot. You know, that’s the hard',",adult
Nate_Bargatze_2,"They throw some stuff in, you’re like, “Okay.” They throw some stuff in, you’re like, “Oh, all right. All right.” It’s, uh… “Okay, learning it earlier than we used to, huh?” I don’t even know if that’s true, but…",adult
Nate_Bargatze_2,"Common Core math. That’s fun. It’s a new math they invented, no heads up. Just give it to parents that never learned it",adult
Nate_Bargatze_TK,"Uh… It goes clown, then magic. There’s two steps. You can take them in either order.",adult
Nate_Bargatze_TK,"I was born, he was a clown. It was never weird to me. I thought everybody’s dad was a clown.",adult
Nate_Bargatze_TK,The Easter Bunny was in the passenger seat.,adult
Nate_Bargatze_TK,"The Easter Bunny head didn’t fit in the car. Like, he couldn’t sit normal, so his head was bent to the side",adult
Nate_Bargatze_TK,"And I remember he had his seat belt on, and he',",adult
Nate_Bargatze_TK_2,"Tuesday’s getting married, rehearsal’s Friday, wedding’s Saturday.",adult
Nate_Bargatze_TK_2,We gotta be there Monday for this wedding? How long is this wedding? It’s a week?,adult
Nate_Bargatze_TK_2,I’m wildly overdressed. I look like I work there.,adult
Nate_Bargatze_TK_2,Everybody else just has a football or basketball jersey on.,adult
Nate_Bargatze_TK_2,"He has his tuxedo jacket, pants, cummerbund, bowtie. No shirt.",adult
Nate_Bargatze_TK_2,"They forgot his shirt, and instead of waiting to go',",adult
Russell_Peters,What do you mean what else is wrong with me?,adult
Russell_Peters,"that’s really fucking racist, but since you asked, I have acid reflux.",adult
Russell_Peters,"First of all, you’re lying to me right now. Because there is no way you can be Indian and not have fucking acid reflux.",adult
Russell_Peters,"It’s inevitable. There’s no way you can consume the food that we eat with that much spice, and that much oil, and that much butter, and not just have it burn a hole in your– as my dad would say– your',",adult
Russell_Peters_2,"If I have twin girls– because you’ve got to have fun with the names. If I have twin girls, these are going to be my daughters, it’s going to be Kate and Duplicate. These are my boys, it’s Pete and Repeat.",adult
Russell_Peters_2,"If I had twins with a black girl, this is Tyrone and Tyclone.",adult
Russell_Peters_2,"Identical twins, that’s like bragging rights for you, you know I mean. That’s your way of going, look. Look at how good my balls are. Look, look.""',",adult
Sam_Morril,"That is male privilege right there, isn’t it? I just told a room full of people I got roofied. I did not see one concerned face in here. Everyone in here is like I assume things worked out for you, and they did. Still weird, though.",adult
Sam_Morril,"And I was like, I’ll drink it. And he gave me this hateful look, and I thought, why is this guy so mad at me? And then I chugged it, and I woke up the next morning, and I was like oh. That guy',",adult
Sam_Morril_2,"""It’s weird that they can do anti-smoking ads, but you can’t do pro-cigarette commercials. Isn’t that weird? They don’t give ’em a rebuttal.",adult
Sam_Morril_2,"A hot girl walks up to a guy in the bar and asks to bum a cigarette, and he goes, oh, I don’t smoke. So then she goes outside and bums them from another guy, and they go home together and they fuck and that’s the whole commercial. There at the end, it just says, “Wouldn’',",adult
Trevor_Noah,You don’t mess with the Russians. Most frightening people in the world. You know how I know this? You know how I’ve learned? Because I’ve learned how to use the Russian accent for myself,adult
Trevor_Noah,I’m not particularly comfortable in the house at night by myself. What I’m trying to say is I’m afraid of the dark.,adult
Trevor_Noah,"And whenever that happens, I’m always faced with the eternal dilemma. When I go to the bathroom, do I turn the lights on and lose',",adult
Trevor_Noah_2,You can’t do normal things with that voice. You are destined for greatness.,adult
Trevor_Noah_2,"And a Kit Kat, please.” No. No. It’s so unique. You can’t be silly.",adult
Trevor_Noah_2,"What are you making, prank phone calls? “Who the hell is this?!” “I’m not telling you.” [laughs]",adult
Trevor_Noah_2,"He would tell jokes at press conferences and events, and no one would laugh. Because everyone thought a man who had been in jail for 27 years couldn’t make a',",adult
Tom_Segura,"The most terrifying housing situation that exists. Where other trailer people are like, “Get the fuck out of here.” Kick ’em out.",adult
Tom_Segura,You don’t fuckin’ have it? Isn’t that your sole responsibility?,adult
Tom_Segura,"Let’s go get it.” He goes, “I’ll go get it. You stay here and watch my place.” And I was like… “Okay.",adult
Tom_Segura,"That’s what’s up.” -Like, yeah, man. Pow.",adult
Tom_Segura_2,"I got such a warm rush through my body. It felt like the inside of my body hugged the outer side of my body, you know?",adult
Tom_Segura_2,"I think it’s a taste of power. Like most of us, we have no power in our everyday lives. But if you’re alone in an elevator, -you are lord of the elevator shaft.",adult
Tom_Segura_2,"You get to decide, like a king with his drawbridge. There’s “Hold Open,” and “Close.” And you can watch people walk up and be like, “',",adult
Anthony_Jeselnik_3,Just to teach me an important lesson about brand loyalty.,adult
Anthony_Jeselnik_3,Let her take the hit,adult
Anthony_Jeselnik_3,You don’t take classes. You don’t read the instructions. You just do it and figure it out.,adult
Anthony_Jeselnik_3,"Like, when I was a kid, I never got to take swimming lessons. No, my dad would pick me up and throw me in the water to teach himself CPR.",adult
Ali_Wong_3,You go to any hipster neighborhood in a major city in America and that shit is turning into a Yoko Ono factory.,adult
Ali_Wong_3,It’s… too much. I don’t know what’s wrong with these bitches.,adult
Ali_Wong_3,"You feel very… You feel very picturesque when you’re with a white dude, you know. You feel like you’re in a Wes Anderson movie or something.",adult
Ali_Wong_3,"And you know, white dudes, they teach you about a lot of cool stuff like voting and recycling, and disturbing',",adult
Chelsea_Peretti_3,I was filled with adrenaline. It’s what I imagine hunting and gathering felt like.,adult
Chelsea_Peretti_3,My dick hurts.,adult
Chelsea_Peretti_3,My dick hurts.,adult
Chelsea_Peretti_3,"‘Cause I wanted it to be cross-platform, you know?",adult
Chelsea_Peretti_3,"People just like, “Dude, what’s up with your dick? We’re worried about you.",adult
Chelsea_Peretti_3,any shithead can just write [grunts] “Here’s my thoughts.,adult
Chelsea_Peretti_3,"E equals… I’m not',",adult
Donald_Glover_3,"Oh man, I wish I could say that stuff. “It sounds so cool when you say it in rap songs. Like, I want to say that, it sounds cool.",adult
Donald_Glover_3,"And I’m just like, oh, it doesn’t really, like, do anything… it’s not that great, you know?",adult
Donald_Glover_3,They already have it! Deaf people have been saying “niglet” for years! For years!,adult
Donald_Glover_3,"Was it… Why is this “n*gga”? Why is this…',",adult
Hasan_Minhaj_3,You’re going to die. Laugh. Why aren’t you laughing? You’re always stressed and always tired,adult
Hasan_Minhaj_3,"You could wake up any immigrant father from a 12-hour nap, and they’d say… [angry yawn] “Why do I have to pay taxes?”",adult
Hasan_Minhaj_3,"""Ah, yogurt.” Or milk. Just like, “Ah.” And I’d look at him and be like, “Oh, man. Dad hates yogurt.” [laughter] “He hates milk.”",adult
Iliza_Shlesinger_3,"Gentlemen, you have no idea what we’re looking at.",adult
Iliza_Shlesinger_3,"We’re judging your hair, your shoes, we scan you, like Predator",adult
Iliza_Shlesinger_3,"Scanning for physical abnormalities. Is he balding Is that a goatee Is his shirt unbuttoned too low for his ethnicity? Is he wearing embroidered jeans? If so, is he a European male or just someone from Arizona?",adult
Iliza_Shlesinger_3,"We aren’t looking to see if you’re the hottest guy ever. Nay. We are merely assessing if you’',",adult
John_Mulaney_3,"No, I wish!",adult
John_Mulaney_3,Jesus Christ!,adult
John_Mulaney_3,Blair Witch style.,adult
John_Mulaney_3,Do you want a Best Buy Rewards card?,adult
John_Mulaney_3,No.,adult
John_Mulaney_3,You’ll see! One day I’m going to leave you and I’m going to get that Best Buy Rewards card.,adult
John_Mulaney_3,"Jesus Christ, you’re never going to get that Best Buy Rewards card!",adult
Jim_Gaffigan_3,You’re so much taller in person. Can we do a selfie?,adult
Jim_Gaffigan_3,"Like, you never hear, we’re in restaurant, Tom Hanks walked in and then he came over and murdered my family. That never happens.",adult
Jim_Gaffigan_3,Do you have anything stronger? Like a bear gun? \'Cause I don\'t think this bear\'s approaching to get his hair done.,adult
Joe_List_3,"I didn’t go to college or anything, but I know how to do therapy.",adult
Joe_List_3,"Whatever you’re dealing with, it’s because of your family. Look no further, than your own family.",adult
Joe_List_3,"And then you’re like, “Still, great.” Then you give him your money, and then you leave.""",adult
Joe_List_3,"At first I was skeptical. I was like, “I don’t know.” And then I spent 11 seconds with my family, and I was like, “',",adult
Jimmy_Yang_3,"What do you want, a fortune cookie?",adult
Jimmy_Yang_3,"Like, wha–? Like, what do you want?",adult
Jimmy_Yang_3,You don’t have a small penis.,adult
Jimmy_Yang_3,"bitch, you understand you just insulted my entire race of people?",adult
Jimmy_Yang_3,"You’re the real MVP. You get two fortune cookies tonight, miss.",adult
Jimmy_Yang_3,Everybody should have average dick until proven guilty.,adult
Jimmy_Yang_3,"Everybody should start at average dick, 8 inches. ",adult
Louis_CK_3,She’s very expensive. Please don’t touch her.,adult
Louis_CK_3,"In New York, everybody rescues their dogs, like, “I rescued this dog. I rescued her. She has no eyes and she’s dead.",adult
Louis_CK_3,"I hate New York, I really do — I used to love New York, but I hate it now, I really — I’d rather be in Auschwitz than in New York City. Honestly, I would",adult
Louis_CK_3,"I mean Auschwitz now. I mean, today Auschwitz. Not back when',",adult
Nate_Bargatze_3,"Guys are drinking beers in the church. Like, that’s something I’ve never heard, a pastor be like, “Guys, can we not drink alcohol in the church?” They’re like, “Oh, I didn’t know this was the nice part of town. All right.”",adult
Nate_Bargatze_3,"The reception is next door, just at a lady’s house. Like, in her backyard. Like, she doesn’t do… It isn’t like, she’s like, “And I do receptions all the time.” We were her',",adult
Nate_Bargatze_TK_3,"I learned when to use “a” or “an” in a sentence. [chuckles] I didn’t know that there was a rule in play. I thought you felt it out, you know, and just go, “That feels right,” and that’s what you do.",adult
Nate_Bargatze_TK_3,"I do the same thing with a comma. I’ve never known where a comma’s supposed to go. If I feel a comma’s coming, I try to get out of that sentence so bad. I mean, I… And if I can’',",adult
Russell_Peters_3,And candy fell out of her.,adult
Russell_Peters_3,He’s going to be able to engineer the wall. And hop it.,adult
Russell_Peters_3,He’s going to steal your laptop and fix it.,adult
Russell_Peters_3,"Man, you did all this shit young. That’s crazy. I mean, that’s great. I did it way too late.",adult
Russell_Peters_3,"When my son starts walking, we’re going to be walking the same way.",adult
Russell_Peters_3,"My girlfriend, she started the show after one month. It was like,.',",adult
Sam_Morill_3,we don’t know how hilarious Hitler would have been on social media.,adult
Sam_Morill_3,Adolf’s trending.,adult
Sam_Morill_3,"ust said fun facts about Hitler, which I think is a great title.",adult
Sam_Morill_3,"Fun fact about Hitler, didn’t pay income tax, was very bad at managing his money, and I thought, man, it’s too bad there wasn’",adult
Sam_Morill_3,I’ve always said there aren’t enough upbeat pieces on the Fuhrer,adult
Sam_Morill_3,"Fun fact about Hitler, didn’t pay income tax, was very bad at managing his money, and I thought, man, it’s too bad there wasn’t a group of people that could have helped, you know?Jews.",adult
Trevor_Noah_3,"It’s less of a command and more of a suggestion. It’s not “Stop!” It’s “Stop?” It’s almost like an African traveled the world, saw that other people have traffic lights and then just brought them back, but didn’t know what they were for.",adult
Trevor_Noah_3,"The guy was like, “Guys, guys, guys. We need to get traffic lights. Ah?” People were like, “What for?” “It’s for the intersection. It adds atmosphere.” No one actually knew what it was about.""',",adult
Tom_Segura_3,Segura. Segura! Sounds Japanese.,adult
Tom_Segura_3,That’s ’cause you’re saying it Japanese.,adult
Tom_Segura_3,"""Well, what are you",adult
Tom_Segura_3,"It’s never important to ask that question. \'What are you?\' It’s never important to ask that. It’s sometimes important, but… --not a lot.",adult
Anthony_Jeselnik,"My mom actually should’ve been on one of the planes that crashed on 9/11. I think.I mean, don’t get',",elderly
Anthony_Jeselnik,"So poor I remember, just so I could go to my senior prom, just so I could go to my senior prom, I had to sell my U.S. passport on the street. Sold my passport on the street for 300 bucks to get to go to my prom",elderly
Anthony_Jeselnik,"Weird joke to clap for, but sure.",elderly
Anthony_Jeselnik_2,"You know what my favorite memory was? When I was like four years old, before I learned to read, Grandma would curl up with me on the couch, she had this Southern accent, and she would read to me. She would read Mark Twain to me, and I loved it. Like… Mark Twain out of my grandma’s mouth, it would just come to life.",elderly
Anthony_Jeselnik_2,"And I know my grandma loved it too, because it combined her two favorite things: spending time with her grandchildren, and using the ‘N’ word.And I know my grandma loved it too, because it combined her two favorite things: spending time with her grandchildren, and using the ‘N’ word.",elderly
Ali_Wong,Don’t ever do that with your mom.,elderly
Ali_Wong,It was like the worst experience of my life. It was so emotional.,elderly
Ali_Wong,She refused to let go of a Texas Instruments TI-82… manual.,elderly
Ali_Wong,She don’t even know… where the calculator is.,elderly
Ali_Wong_2,"My mom is 80, going through a full blown mid-life crisis. ‘Cause she knows that she’s got a century more to go.",elderly
Ali_Wong_2,"All of her white friends, dead. Her Mexican friends, dead. Black friends, dead. I’m just kidding. She doesn’t have any black friends.",elderly
Ali_Wong_2,"Old Chinese ladies, they don’t give a fuck. They got no shame. They’re like, “I’m just gonna recycle… go bald… go',",elderly
Chelsea_Peretti,"It’s like that wedding portraiture, where it’s just like, two assholes back to back in the woods, just like… [laughing shrilly] “To the future!”",elderly
Chelsea_Peretti,"[giggles shrilly] “Uh-oh, it’s us again.” [trills]",elderly
Chelsea_Peretti,"She calls him by a word that I really feel is one of the more disgusting words in the English language. She calls him her “hubby,” which, to me is on par with the “N” word. Like let',",elderly
Chelsea_Peretti_2,People say I look just like you.,elderly
Chelsea_Peretti_2,"It worked. I did stop sweating out of my armpits, but I started sweating out of my butthole.",elderly
Chelsea_Peretti_2,"Oh, ho, ho, ho",elderly
Chelsea_Peretti_2,She is so fucking hot. Her armpits are bone-fucking-dry… just like I always dreamed of.,elderly
Chelsea_Peretti_2,"Whoa, whoa, whoa!",elderly
Chelsea_Peretti_2,"I’m so drawn to you, but I can’t get near you! This is a whole new',",elderly
Donald_Glover,"tears streaming down his face, tears streaming down his face, but he wasn’t crying. He wasn’t crying. Just tears, he was giving me this mean mug, he was like…""",elderly
Donald_Glover,So he would steal mints by the handful. So his breath was so fresh… the vapors from his own mouth made his eyes water.,elderly
